TIME_PERIOD;TYPE;UNIT;VALUE;;CONF_STATUS
2021-07;Other renewable energies;Gigawatt-hour;0.000;;
2021-08;Other renewable energies;Gigawatt-hour;0.000;;
2021-09;Other renewable energies;Gigawatt-hour;0.000;;
2021-10;Other renewable energies;Gigawatt-hour;0.000;;
2021-11;Other renewable energies;Gigawatt-hour;0.000;;
2021-12;Other renewable energies;Gigawatt-hour;0.000;;
2022-01;Other renewable energies;Gigawatt-hour;0.000;;
2022-02;Other renewable energies;Gigawatt-hour;0.000;;
2022-03;Other renewable energies;Gigawatt-hour;0.000;;
2022-04;Other renewable energies;Gigawatt-hour;0.000;;
2022-05;Other renewable energies;Gigawatt-hour;0.000;;
2022-06;Other renewable energies;Gigawatt-hour;0.000;;
2022-07;Other renewable energies;Gigawatt-hour;0.000;;
2022-08;Other renewable energies;Gigawatt-hour;0.000;;
2022-09;Other renewable energies;Gigawatt-hour;0.000;;
2022-10;Other renewable energies;Gigawatt-hour;0.000;;
2022-11;Other renewable energies;Gigawatt-hour;0.000;;
2022-12;Other renewable energies;Gigawatt-hour;0.000;;
2023-01;Other renewable energies;Gigawatt-hour;0.000;;
2023-02;Other renewable energies;Gigawatt-hour;0.000;;
2023-03;Other renewable energies;Gigawatt-hour;0.000;;
2023-04;Other renewable energies;Gigawatt-hour;0.000;;
2023-05;Other renewable energies;Gigawatt-hour;0.000;;
2023-06;Other renewable energies;Gigawatt-hour;0.000;;
2023-07;Other renewable energies;Gigawatt-hour;0.000;;
2023-08;Other renewable energies;Gigawatt-hour;0.000;;
2023-09;Other renewable energies;Gigawatt-hour;0.000;;
2023-10;Other renewable energies;Gigawatt-hour;0.000;;
2023-11;Other renewable energies;Gigawatt-hour;0.000;;
2023-12;Other renewable energies;Gigawatt-hour;0.000;;
2024-01;Other renewable energies;Gigawatt-hour;0;;
2024-02;Other renewable energies;Gigawatt-hour;0;;
2024-03;Other renewable energies;Gigawatt-hour;0;;
2024-04;Other renewable energies;Gigawatt-hour;0;;
2024-05;Other renewable energies;Gigawatt-hour;0;;
2024-06;Other renewable energies;Gigawatt-hour;5.646;;
2024-07;Other renewable energies;Gigawatt-hour;6.279;;
2024-08;Other renewable energies;Gigawatt-hour;5.699;;
2024-09;Other renewable energies;Gigawatt-hour;8.19;;
2024-10;Other renewable energies;Gigawatt-hour;9.277;;
2024-11;Other renewable energies;Gigawatt-hour;8.835;;
2024-12;Other renewable energies;Gigawatt-hour;11.551;;
2025-01;Other renewable energies;Gigawatt-hour;9.77;;
2025-02;Other renewable energies;Gigawatt-hour;5.999;;
2025-03;Other renewable energies;Gigawatt-hour;7.718;;
2025-04;Other renewable energies;Gigawatt-hour;8.239;;
2025-05;Other renewable energies;Gigawatt-hour;7.466;;
2025-06;Other renewable energies;Gigawatt-hour;10.544;;
2025-07;Other renewable energies;Gigawatt-hour;9.403;;
2025-08;Other renewable energies;Gigawatt-hour;9.230;;
2017-01;Other renewable energies;Percentage;0.000;;
2017-02;Other renewable energies;Percentage;0.000;;
2017-03;Other renewable energies;Percentage;0.000;;
2017-04;Other renewable energies;Percentage;0.000;;
2017-05;Other renewable energies;Percentage;0.000;;
2017-06;Other renewable energies;Percentage;0.000;;
2017-07;Other renewable energies;Percentage;0.000;;
2017-08;Other renewable energies;Percentage;0.000;;
2017-09;Other renewable energies;Percentage;0.000;;
2017-10;Other renewable energies;Percentage;0.000;;
2017-11;Other renewable energies;Percentage;0.000;;
2017-12;Other renewable energies;Percentage;0.000;;
2018-01;Other renewable energies;Percentage;0.000;;
2018-02;Other renewable energies;Percentage;0.000;;
2018-03;Other renewable energies;Percentage;0.000;;
2018-04;Other renewable energies;Percentage;0.000;;
2018-05;Other renewable energies;Percentage;0.000;;
2018-06;Other renewable energies;Percentage;0.000;;
2018-07;Other renewable energies;Percentage;0.000;;
2018-08;Other renewable energies;Percentage;0.000;;
2018-09;Other renewable energies;Percentage;0.000;;
2018-10;Other renewable energies;Percentage;0.000;;
2018-11;Other renewable energies;Percentage;0.000;;
2018-12;Other renewable energies;Percentage;0.000;;
2019-01;Other renewable energies;Percentage;0.000;;
2019-02;Other renewable energies;Percentage;0.000;;
2019-03;Other renewable energies;Percentage;0.000;;
2019-04;Other renewable energies;Percentage;0.000;;
2019-05;Other renewable energies;Percentage;0.000;;
2019-06;Other renewable energies;Percentage;0.000;;
2019-07;Other renewable energies;Percentage;0.000;;
2019-08;Other renewable energies;Percentage;0.000;;
2019-09;Other renewable energies;Percentage;0.000;;
2019-10;Other renewable energies;Percentage;0.000;;
2019-11;Other renewable energies;Percentage;0.000;;
2019-12;Other renewable energies;Percentage;0.000;;
2020-01;Other renewable energies;Percentage;0.000;;
2020-02;Other renewable energies;Percentage;0.000;;
2020-03;Other renewable energies;Percentage;0.000;;
2020-04;Other renewable energies;Percentage;0.000;;
2020-05;Other renewable energies;Percentage;0.000;;
2020-06;Other renewable energies;Percentage;0.000;;
2020-07;Other renewable energies;Percentage;0.000;;
2020-08;Other renewable energies;Percentage;0.000;;
2020-09;Other renewable energies;Percentage;0.000;;
2020-10;Other renewable energies;Percentage;0.000;;
2020-11;Other renewable energies;Percentage;0.000;;
2020-12;Other renewable energies;Percentage;0.000;;
2021-01;Other renewable energies;Percentage;0.000;;
2021-02;Other renewable energies;Percentage;0.000;;
2021-03;Other renewable energies;Percentage;0.000;;
2021-04;Other renewable energies;Percentage;0.000;;
2021-05;Other renewable energies;Percentage;0.000;;
2021-06;Other renewable energies;Percentage;0.000;;
2021-07;Other renewable energies;Percentage;0.000;;
2021-08;Other renewable energies;Percentage;0.000;;
2021-09;Other renewable energies;Percentage;0.000;;
2021-10;Other renewable energies;Percentage;0.000;;
2021-11;Other renewable energies;Percentage;0.000;;
2021-12;Other renewable energies;Percentage;0.000;;
2022-01;Other renewable energies;Percentage;0.000;;
2022-02;Other renewable energies;Percentage;0.000;;
2022-03;Other renewable energies;Percentage;0.000;;
2022-04;Other renewable energies;Percentage;0.000;;
2022-05;Other renewable energies;Percentage;0.000;;
2022-06;Other renewable energies;Percentage;0.000;;
2022-07;Other renewable energies;Percentage;0.000;;
2022-08;Other renewable energies;Percentage;0.000;;
2022-09;Other renewable energies;Percentage;0.000;;
2022-10;Other renewable energies;Percentage;0.000;;
2022-11;Other renewable energies;Percentage;0.000;;
2022-12;Other renewable energies;Percentage;0.000;;
2023-01;Other renewable energies;Percentage;0.000;;
2023-02;Other renewable energies;Percentage;0.000;;
2023-03;Other renewable energies;Percentage;0.000;;
2023-04;Other renewable energies;Percentage;0.000;;
2023-05;Other renewable energies;Percentage;0.000;;
2023-06;Other renewable energies;Percentage;0.000;;
2023-07;Other renewable energies;Percentage;0.000;;
2023-08;Other renewable energies;Percentage;0.000;;
2023-09;Other renewable energies;Percentage;0.000;;
2023-10;Other renewable energies;Percentage;0.000;;
2023-11;Other renewable energies;Percentage;0.000;;
2023-12;Other renewable energies;Percentage;0.000;;
2024-01;Other renewable energies;Percentage;0;;
2024-02;Other renewable energies;Percentage;0;;
2024-03;Other renewable energies;Percentage;0;;
2024-04;Other renewable energies;Percentage;0;;
2024-05;Other renewable energies;Percentage;0;;
2024-06;Other renewable energies;Percentage;0.05;;
2024-07;Other renewable energies;Percentage;0.053;;
2024-08;Other renewable energies;Percentage;0.046;;
2024-09;Other renewable energies;Percentage;0.065;;
2024-10;Other renewable energies;Percentage;0.071;;
2024-11;Other renewable energies;Percentage;0.063;;
2024-12;Other renewable energies;Percentage;0.079;;
2025-01;Other renewable energies;Percentage;0.063;;
2025-02;Other renewable energies;Percentage;0.043;;
2025-03;Other renewable energies;Percentage;0.055;;
2025-04;Other renewable energies;Percentage;0.064;;
2025-05;Other renewable energies;Percentage;0.061;;
2025-06;Other renewable energies;Percentage;0.086;;
2025-07;Other renewable energies;Percentage;0.074;;
2025-08;Other renewable energies;Percentage;0.077;;
2008-01;Total;Gigawatt-hour;13263;;
2008-02;Total;Gigawatt-hour;12056;;
2008-03;Total;Gigawatt-hour;11971;;
2008-04;Total;Gigawatt-hour;11306;;
2008-05;Total;Gigawatt-hour;10756;;
2008-06;Total;Gigawatt-hour;10783;;
2008-07;Total;Gigawatt-hour;10997;;
2008-08;Total;Gigawatt-hour;10936;;
2008-09;Total;Gigawatt-hour;11309;;
2008-10;Total;Gigawatt-hour;12221;;
2008-11;Total;Gigawatt-hour;11853;;
2008-12;Total;Gigawatt-hour;12490;;
2009-01;Total;Gigawatt-hour;12984;;
2009-02;Total;Gigawatt-hour;11503;;
2009-03;Total;Gigawatt-hour;12254;;
2009-04;Total;Gigawatt-hour;10512;;
2009-05;Total;Gigawatt-hour;10175;;
2009-06;Total;Gigawatt-hour;10051;;
2009-07;Total;Gigawatt-hour;10569;;
2009-08;Total;Gigawatt-hour;10528;;
2009-09;Total;Gigawatt-hour;10884;;
2009-10;Total;Gigawatt-hour;12301;;
2009-11;Total;Gigawatt-hour;12084;;
2009-12;Total;Gigawatt-hour;13019;;
2010-01;Total;Gigawatt-hour;13352;;
2010-02;Total;Gigawatt-hour;11929;;
2010-03;Total;Gigawatt-hour;12424;;
2010-04;Total;Gigawatt-hour;10788;;
2010-05;Total;Gigawatt-hour;10931;;
2010-06;Total;Gigawatt-hour;10708;;
2010-07;Total;Gigawatt-hour;11103;;
2010-08;Total;Gigawatt-hour;10916;;
2010-09;Total;Gigawatt-hour;11386;;
2010-10;Total;Gigawatt-hour;12530;;
2010-11;Total;Gigawatt-hour;12269;;
2010-12;Total;Gigawatt-hour;13645;;
2011-01;Total;Gigawatt-hour;13369;;
2011-02;Total;Gigawatt-hour;12706;;
2011-03;Total;Gigawatt-hour;13544;;
2011-04;Total;Gigawatt-hour;11567;;
2011-05;Total;Gigawatt-hour;11787;;
2011-06;Total;Gigawatt-hour;11181;;
2011-07;Total;Gigawatt-hour;11301;;
2011-08;Total;Gigawatt-hour;11643;;
2011-09;Total;Gigawatt-hour;11759;;
2011-10;Total;Gigawatt-hour;12744;;
2011-11;Total;Gigawatt-hour;12881;;
2011-12;Total;Gigawatt-hour;13181;;
2012-01;Total;Gigawatt-hour;13491;;
2012-02;Total;Gigawatt-hour;13500;;
2012-03;Total;Gigawatt-hour;12583;;
2012-04;Total;Gigawatt-hour;11638;;
2012-05;Total;Gigawatt-hour;11220;;
2012-06;Total;Gigawatt-hour;11253;;
2012-07;Total;Gigawatt-hour;11245;;
2012-08;Total;Gigawatt-hour;11451;;
2012-09;Total;Gigawatt-hour;11363;;
2012-10;Total;Gigawatt-hour;12467;;
2012-11;Total;Gigawatt-hour;12612;;
2012-12;Total;Gigawatt-hour;13183;;
2013-01;Total;Gigawatt-hour;13863;;
2013-02;Total;Gigawatt-hour;12491;;
2013-03;Total;Gigawatt-hour;13375;;
2013-04;Total;Gigawatt-hour;12152;;
2013-05;Total;Gigawatt-hour;11475;;
2013-06;Total;Gigawatt-hour;11156;;
2013-07;Total;Gigawatt-hour;11766;;
2013-08;Total;Gigawatt-hour;11646;;
2013-09;Total;Gigawatt-hour;12083;;
2013-10;Total;Gigawatt-hour;13049;;
2013-11;Total;Gigawatt-hour;12939;;
2013-12;Total;Gigawatt-hour;13149;;
2014-01;Total;Gigawatt-hour;13419;;
2014-02;Total;Gigawatt-hour;11730;;
2014-03;Total;Gigawatt-hour;12250;;
2014-04;Total;Gigawatt-hour;11337;;
2014-05;Total;Gigawatt-hour;11294;;
2014-06;Total;Gigawatt-hour;10835;;
2014-07;Total;Gigawatt-hour;11925;;
2014-08;Total;Gigawatt-hour;11280;;
2014-09;Total;Gigawatt-hour;11646;;
2014-10;Total;Gigawatt-hour;12569;;
2014-11;Total;Gigawatt-hour;12569;;
2014-12;Total;Gigawatt-hour;13335;;
2015-01;Total;Gigawatt-hour;13453;;
2015-02;Total;Gigawatt-hour;12356;;
2015-03;Total;Gigawatt-hour;12969;;
2015-04;Total;Gigawatt-hour;11712;;
2015-05;Total;Gigawatt-hour;11591;;
2015-06;Total;Gigawatt-hour;11368;;
2015-07;Total;Gigawatt-hour;12262;;
2015-08;Total;Gigawatt-hour;12014;;
2015-09;Total;Gigawatt-hour;12257;;
2015-10;Total;Gigawatt-hour;13089;;
2015-11;Total;Gigawatt-hour;12977;;
2015-12;Total;Gigawatt-hour;13415;;
2016-01;Total;Gigawatt-hour;13788;;
2016-02;Total;Gigawatt-hour;12413;;
2016-03;Total;Gigawatt-hour;12634;;
2016-04;Total;Gigawatt-hour;11799;;
2016-05;Total;Gigawatt-hour;11454;;
2016-06;Total;Gigawatt-hour;11558;;
2016-07;Total;Gigawatt-hour;11955;;
2016-08;Total;Gigawatt-hour;11841;;
2016-09;Total;Gigawatt-hour;11913;;
2016-10;Total;Gigawatt-hour;13292;;
2016-11;Total;Gigawatt-hour;13698;;
2016-12;Total;Gigawatt-hour;14158;;
2017-01;Total;Gigawatt-hour;14829.849;;
2017-02;Total;Gigawatt-hour;13159.563;;
2017-03;Total;Gigawatt-hour;13072.946;;
2017-04;Total;Gigawatt-hour;12181.380;;
2017-05;Total;Gigawatt-hour;12176.268;;
2017-06;Total;Gigawatt-hour;11843.536;;
2017-07;Total;Gigawatt-hour;12232.321;;
2017-08;Total;Gigawatt-hour;12292.012;;
2017-09;Total;Gigawatt-hour;12280.020;;
2017-10;Total;Gigawatt-hour;13174.813;;
2017-11;Total;Gigawatt-hour;13352.877;;
2017-12;Total;Gigawatt-hour;13596.165;;
2018-01;Total;Gigawatt-hour;13781.637;;
2018-02;Total;Gigawatt-hour;12896.023;;
2018-03;Total;Gigawatt-hour;13824.730;;
2018-04;Total;Gigawatt-hour;11659.889;;
2018-05;Total;Gigawatt-hour;11711.657;;
2018-06;Total;Gigawatt-hour;11926.421;;
2018-07;Total;Gigawatt-hour;12883.169;;
2018-08;Total;Gigawatt-hour;12791.110;;
2018-09;Total;Gigawatt-hour;12254.572;;
2018-10;Total;Gigawatt-hour;13159.518;;
2018-11;Total;Gigawatt-hour;13217.455;;
2018-12;Total;Gigawatt-hour;13990.319;;
2019-01;Total;Gigawatt-hour;14539.677;;
2019-02;Total;Gigawatt-hour;12337.499;;
2019-03;Total;Gigawatt-hour;12855.136;;
2019-04;Total;Gigawatt-hour;11830.078;;
2019-05;Total;Gigawatt-hour;12023.635;;
2019-06;Total;Gigawatt-hour;11662.228;;
2019-07;Total;Gigawatt-hour;11913.081;;
2019-08;Total;Gigawatt-hour;11947.111;;
2019-09;Total;Gigawatt-hour;11652.706;;
2019-10;Total;Gigawatt-hour;12544.166;;
2019-11;Total;Gigawatt-hour;12286.393;;
2019-12;Total;Gigawatt-hour;13106.363;;
2020-01;Total;Gigawatt-hour;13438.549;;
2020-02;Total;Gigawatt-hour;12521.661;;
2020-03;Total;Gigawatt-hour;12325.646;;
2020-04;Total;Gigawatt-hour;10516.344;;
2020-05;Total;Gigawatt-hour;10578.288;;
2020-06;Total;Gigawatt-hour;10441.585;;
2020-07;Total;Gigawatt-hour;11275.434;;
2020-08;Total;Gigawatt-hour;11359.211;;
2020-09;Total;Gigawatt-hour;11558.116;;
2020-10;Total;Gigawatt-hour;12589.719;;
2020-11;Total;Gigawatt-hour;12699.287;;
2020-12;Total;Gigawatt-hour;13554.717;;
2021-01;Total;Gigawatt-hour;14326.307;;
2021-02;Total;Gigawatt-hour;12813.435;;
2021-03;Total;Gigawatt-hour;13279.768;;
2021-04;Total;Gigawatt-hour;12617.980;;
2021-05;Total;Gigawatt-hour;12327.502;;
2021-06;Total;Gigawatt-hour;12461.058;;
2021-07;Total;Gigawatt-hour;13368.958;;
2021-08;Total;Gigawatt-hour;13206.243;;
2021-09;Total;Gigawatt-hour;13930.678;;
2021-10;Total;Gigawatt-hour;14649.185;;
2021-11;Total;Gigawatt-hour;14611.601;;
2021-12;Total;Gigawatt-hour;15659.328;;
2022-01;Total;Gigawatt-hour;15081.075;;
2022-02;Total;Gigawatt-hour;13538.651;;
2022-03;Total;Gigawatt-hour;14866.789;;
2022-04;Total;Gigawatt-hour;13587.077;;
2022-05;Total;Gigawatt-hour;13128.713;;
2022-06;Total;Gigawatt-hour;12639.449;;
2022-07;Total;Gigawatt-hour;12748.785;;
2022-08;Total;Gigawatt-hour;12915.987;;
2022-09;Total;Gigawatt-hour;12521.856;;
2022-10;Total;Gigawatt-hour;13193.467;;
2022-11;Total;Gigawatt-hour;13815.462;;
2022-12;Total;Gigawatt-hour;14850.949;;
2023-01;Total;Gigawatt-hour;14180.618;;
2023-02;Total;Gigawatt-hour;13023.569;;
2023-03;Total;Gigawatt-hour;13580.694;;
2023-04;Total;Gigawatt-hour;11816.792;;
2023-05;Total;Gigawatt-hour;11740.518;;
2023-06;Total;Gigawatt-hour;10993.424;;
2023-07;Total;Gigawatt-hour;11541.401;;
2023-08;Total;Gigawatt-hour;11971.160;;
2023-09;Total;Gigawatt-hour;11976.970;;
2023-10;Total;Gigawatt-hour;13426.184;;
2023-11;Total;Gigawatt-hour;13746.806;;
2023-12;Total;Gigawatt-hour;14575.394;;
2024-01;Total;Gigawatt-hour;14602.632;;
2024-02;Total;Gigawatt-hour;12787.085;;
2024-03;Total;Gigawatt-hour;13379.795;;
2024-04;Total;Gigawatt-hour;12159.431;;
2024-05;Total;Gigawatt-hour;11843.994;;
2024-06;Total;Gigawatt-hour;11457.137;;
2024-07;Total;Gigawatt-hour;11977.861;;
2024-08;Total;Gigawatt-hour;12541.906;;
2024-09;Total;Gigawatt-hour;12642.008;;
2024-10;Total;Gigawatt-hour;13181.241;;
2024-11;Total;Gigawatt-hour;14021.82;;
2024-12;Total;Gigawatt-hour;14698.01;;
2025-01;Total;Gigawatt-hour;15613.698;;
2025-02;Total;Gigawatt-hour;13936.793;;
2025-03;Total;Gigawatt-hour;14022.876;;
2025-04;Total;Gigawatt-hour;12949.737;;
2025-05;Total;Gigawatt-hour;12400.331;;
2025-06;Total;Gigawatt-hour;12392.177;;
2025-07;Total;Gigawatt-hour;12796.602;;
2025-08;Total;Gigawatt-hour;12120.305;;
2017-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2017-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2018-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2019-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2020-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2021-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2022-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-01;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-02;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-03;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-04;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-05;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-06;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-07;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-08;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-09;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-10;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-11;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2023-12;Other fuels n.e.c.;Gigawatt-hour;0.000;;
2024-01;Other fuels n.e.c.;Gigawatt-hour;0;;
