TIME_PERIOD;TYPE;UNIT;VALUE;;CONF_STATUS
2024-04;Pure hydro power;Percentage;2.014;;
2024-05;Pure hydro power;Percentage;1.424;;
2024-06;Pure hydro power;Percentage;1.225;;
2024-07;Pure hydro power;Percentage;1.063;;
2024-08;Pure hydro power;Percentage;0.911;;
2024-09;Pure hydro power;Percentage;0.827;;
2024-10;Pure hydro power;Percentage;0.958;;
2024-11;Pure hydro power;Percentage;0.781;;
2024-12;Pure hydro power;Percentage;0.951;;
2025-01;Pure hydro power;Percentage;1.051;;
2025-02;Pure hydro power;Percentage;0.913;;
2025-03;Pure hydro power;Percentage;1.053;;
2025-04;Pure hydro power;Percentage;1.092;;
2025-05;Pure hydro power;Percentage;1.140;;
2025-06;Pure hydro power;Percentage;1.063;;
2025-07;Pure hydro power;Percentage;0.828;;
2025-08;Pure hydro power;Percentage;0.831;;
2017-10;Mixed hydro power;Gigawatt-hour;0.000;;
2018-11;Mixed hydro power;Gigawatt-hour;0.000;;
2019-11;Mixed hydro power;Gigawatt-hour;0.000;;
2022-04;Mixed hydro power;Gigawatt-hour;0.000;;
2024-07;Mixed hydro power;Gigawatt-hour;;;C
2024-08;Mixed hydro power;Gigawatt-hour;;;C
2024-09;Mixed hydro power;Gigawatt-hour;;;C
2024-10;Mixed hydro power;Gigawatt-hour;;;C
2024-11;Mixed hydro power;Gigawatt-hour;;;C
2024-12;Mixed hydro power;Gigawatt-hour;;;C
2025-01;Mixed hydro power;Gigawatt-hour;;;C
2025-02;Mixed hydro power;Gigawatt-hour;;;C
2025-03;Mixed hydro power;Gigawatt-hour;;;C
2025-04;Mixed hydro power;Gigawatt-hour;;;C
2025-05;Mixed hydro power;Gigawatt-hour;;;C
2025-06;Mixed hydro power;Gigawatt-hour;;;C
2025-07;Mixed hydro power;Gigawatt-hour;;;C
2025-08;Mixed hydro power;Gigawatt-hour;;;C
2017-10;Mixed hydro power;Percentage;0.000;;
2018-11;Mixed hydro power;Percentage;0.000;;
2019-11;Mixed hydro power;Percentage;0.000;;
2022-04;Mixed hydro power;Percentage;0.000;;
2024-07;Mixed hydro power;Percentage;;;C
2024-08;Mixed hydro power;Percentage;;;C
2024-09;Mixed hydro power;Percentage;;;C
2024-10;Mixed hydro power;Percentage;;;C
2024-11;Mixed hydro power;Percentage;;;C
2024-12;Mixed hydro power;Percentage;;;C
2025-01;Mixed hydro power;Percentage;;;C
2025-02;Mixed hydro power;Percentage;;;C
2025-03;Mixed hydro power;Percentage;;;C
2025-04;Mixed hydro power;Percentage;;;C
2025-05;Mixed hydro power;Percentage;;;C
2025-06;Mixed hydro power;Percentage;;;C
2025-07;Mixed hydro power;Percentage;;;C
2025-08;Mixed hydro power;Percentage;;;C
2017-01;Pumped hydro power;Gigawatt-hour;29.276;;
2017-02;Pumped hydro power;Gigawatt-hour;38.462;;
2017-03;Pumped hydro power;Gigawatt-hour;36.569;;
2017-04;Pumped hydro power;Gigawatt-hour;34.365;;
2017-05;Pumped hydro power;Gigawatt-hour;25.464;;
2017-06;Pumped hydro power;Gigawatt-hour;20.861;;
2017-07;Pumped hydro power;Gigawatt-hour;20.301;;
2017-08;Pumped hydro power;Gigawatt-hour;27.240;;
2017-09;Pumped hydro power;Gigawatt-hour;33.822;;
2017-10;Pumped hydro power;Gigawatt-hour;63.837;;
2017-11;Pumped hydro power;Gigawatt-hour;54.033;;
2017-12;Pumped hydro power;Gigawatt-hour;76.502;;
2018-01;Pumped hydro power;Gigawatt-hour;61.257;;
2018-02;Pumped hydro power;Gigawatt-hour;23.103;;
2018-03;Pumped hydro power;Gigawatt-hour;30.315;;
2018-04;Pumped hydro power;Gigawatt-hour;35.025;;
2018-05;Pumped hydro power;Gigawatt-hour;38.232;;
2018-06;Pumped hydro power;Gigawatt-hour;23.353;;
2018-07;Pumped hydro power;Gigawatt-hour;17.484;;
2018-08;Pumped hydro power;Gigawatt-hour;25.352;;
2018-09;Pumped hydro power;Gigawatt-hour;22.068;;
2018-10;Pumped hydro power;Gigawatt-hour;36.698;;
2018-11;Pumped hydro power;Gigawatt-hour;29.714;;
2018-12;Pumped hydro power;Gigawatt-hour;59.759;;
2019-01;Pumped hydro power;Gigawatt-hour;47.713;;
2019-02;Pumped hydro power;Gigawatt-hour;48.711;;
2019-03;Pumped hydro power;Gigawatt-hour;76.498;;
2019-04;Pumped hydro power;Gigawatt-hour;65.874;;
2019-05;Pumped hydro power;Gigawatt-hour;49.545;;
2019-06;Pumped hydro power;Gigawatt-hour;55.990;;
2019-07;Pumped hydro power;Gigawatt-hour;40.328;;
2019-08;Pumped hydro power;Gigawatt-hour;42.197;;
2019-09;Pumped hydro power;Gigawatt-hour;48.177;;
2019-10;Pumped hydro power;Gigawatt-hour;52.371;;
2019-11;Pumped hydro power;Gigawatt-hour;71.443;;
2019-12;Pumped hydro power;Gigawatt-hour;91.164;;
2020-01;Pumped hydro power;Gigawatt-hour;83.152;;
2020-02;Pumped hydro power;Gigawatt-hour;89.151;;
2020-03;Pumped hydro power;Gigawatt-hour;64.121;;
2020-04;Pumped hydro power;Gigawatt-hour;53.041;;
2020-05;Pumped hydro power;Gigawatt-hour;56.492;;
2020-06;Pumped hydro power;Gigawatt-hour;42.720;;
2020-07;Pumped hydro power;Gigawatt-hour;31.510;;
2020-08;Pumped hydro power;Gigawatt-hour;48.185;;
2020-09;Pumped hydro power;Gigawatt-hour;55.328;;
2020-10;Pumped hydro power;Gigawatt-hour;75.141;;
2020-11;Pumped hydro power;Gigawatt-hour;83.399;;
2020-12;Pumped hydro power;Gigawatt-hour;119.435;;
2021-01;Pumped hydro power;Gigawatt-hour;96.146;;
2021-02;Pumped hydro power;Gigawatt-hour;60.272;;
2021-03;Pumped hydro power;Gigawatt-hour;57.970;;
2021-04;Pumped hydro power;Gigawatt-hour;57.210;;
2021-05;Pumped hydro power;Gigawatt-hour;70.685;;
2021-06;Pumped hydro power;Gigawatt-hour;41.386;;
2021-07;Pumped hydro power;Gigawatt-hour;38.400;;
2021-08;Pumped hydro power;Gigawatt-hour;54.752;;
2021-09;Pumped hydro power;Gigawatt-hour;49.923;;
2021-10;Pumped hydro power;Gigawatt-hour;68.221;;
2021-11;Pumped hydro power;Gigawatt-hour;63.846;;
2021-12;Pumped hydro power;Gigawatt-hour;74.405;;
2022-01;Pumped hydro power;Gigawatt-hour;80.333;;
2022-02;Pumped hydro power;Gigawatt-hour;90.780;;
2022-03;Pumped hydro power;Gigawatt-hour;62.312;;
2022-04;Pumped hydro power;Gigawatt-hour;78.855;;
2022-05;Pumped hydro power;Gigawatt-hour;66.483;;
2022-06;Pumped hydro power;Gigawatt-hour;84.899;;
2022-07;Pumped hydro power;Gigawatt-hour;77.773;;
2022-08;Pumped hydro power;Gigawatt-hour;90.124;;
2022-09;Pumped hydro power;Gigawatt-hour;88.563;;
2022-10;Pumped hydro power;Gigawatt-hour;87.205;;
2022-11;Pumped hydro power;Gigawatt-hour;89.109;;
2022-12;Pumped hydro power;Gigawatt-hour;99.479;;
2023-01;Pumped hydro power;Gigawatt-hour;104.181;;
2023-02;Pumped hydro power;Gigawatt-hour;93.789;;
2023-03;Pumped hydro power;Gigawatt-hour;105.260;;
2023-04;Pumped hydro power;Gigawatt-hour;87.812;;
2023-05;Pumped hydro power;Gigawatt-hour;99.139;;
2023-06;Pumped hydro power;Gigawatt-hour;99.528;;
2023-07;Pumped hydro power;Gigawatt-hour;110.051;;
2023-08;Pumped hydro power;Gigawatt-hour;116.241;;
2023-09;Pumped hydro power;Gigawatt-hour;98.424;;
2023-10;Pumped hydro power;Gigawatt-hour;107.743;;
2023-11;Pumped hydro power;Gigawatt-hour;95.099;;
2023-12;Pumped hydro power;Gigawatt-hour;122.516;;
2024-01;Pumped hydro power;Gigawatt-hour;123.082;;
2024-02;Pumped hydro power;Gigawatt-hour;106.316;;
2024-03;Pumped hydro power;Gigawatt-hour;105.55;;
2024-04;Pumped hydro power;Gigawatt-hour;105.629;;
2024-05;Pumped hydro power;Gigawatt-hour;87.38;;
2024-06;Pumped hydro power;Gigawatt-hour;61.853;;
2024-07;Pumped hydro power;Gigawatt-hour;50.76;;
2024-08;Pumped hydro power;Gigawatt-hour;55.811;;
2024-09;Pumped hydro power;Gigawatt-hour;51.075;;
2024-10;Pumped hydro power;Gigawatt-hour;57.123;;
2024-11;Pumped hydro power;Gigawatt-hour;55.179;;
2024-12;Pumped hydro power;Gigawatt-hour;60.919;;
2025-01;Pumped hydro power;Gigawatt-hour;67.728;;
2025-02;Pumped hydro power;Gigawatt-hour;66.837;;
2025-03;Pumped hydro power;Gigawatt-hour;85.461;;
2025-04;Pumped hydro power;Gigawatt-hour;90.121;;
2025-05;Pumped hydro power;Gigawatt-hour;89.910;;
2025-06;Pumped hydro power;Gigawatt-hour;78.478;;
2025-07;Pumped hydro power;Gigawatt-hour;95.617;;
2025-08;Pumped hydro power;Gigawatt-hour;99.843;;
2017-01;Pumped hydro power;Percentage;0.197;;
2017-02;Pumped hydro power;Percentage;0.292;;
2017-03;Pumped hydro power;Percentage;0.280;;
2017-04;Pumped hydro power;Percentage;0.282;;
2017-05;Pumped hydro power;Percentage;0.209;;
2017-06;Pumped hydro power;Percentage;0.176;;
2017-07;Pumped hydro power;Percentage;0.166;;
2017-08;Pumped hydro power;Percentage;0.222;;
2017-09;Pumped hydro power;Percentage;0.275;;
2017-10;Pumped hydro power;Percentage;0.485;;
2017-11;Pumped hydro power;Percentage;0.405;;
2017-12;Pumped hydro power;Percentage;0.563;;
2018-01;Pumped hydro power;Percentage;0.444;;
2018-02;Pumped hydro power;Percentage;0.179;;
2018-03;Pumped hydro power;Percentage;0.219;;
2018-04;Pumped hydro power;Percentage;0.300;;
2018-05;Pumped hydro power;Percentage;0.326;;
2018-06;Pumped hydro power;Percentage;0.196;;
2018-07;Pumped hydro power;Percentage;0.136;;
2018-08;Pumped hydro power;Percentage;0.198;;
2018-09;Pumped hydro power;Percentage;0.180;;
2018-10;Pumped hydro power;Percentage;0.279;;
2018-11;Pumped hydro power;Percentage;0.225;;
2018-12;Pumped hydro power;Percentage;0.427;;
2019-01;Pumped hydro power;Percentage;0.328;;
2019-02;Pumped hydro power;Percentage;0.395;;
2019-03;Pumped hydro power;Percentage;0.595;;
2019-04;Pumped hydro power;Percentage;0.557;;
2019-05;Pumped hydro power;Percentage;0.412;;
2019-06;Pumped hydro power;Percentage;0.480;;
2019-07;Pumped hydro power;Percentage;0.339;;
2019-08;Pumped hydro power;Percentage;0.353;;
2019-09;Pumped hydro power;Percentage;0.413;;
2019-10;Pumped hydro power;Percentage;0.417;;
2019-11;Pumped hydro power;Percentage;0.581;;
2019-12;Pumped hydro power;Percentage;0.696;;
2020-01;Pumped hydro power;Percentage;0.619;;
2020-02;Pumped hydro power;Percentage;0.712;;
2020-03;Pumped hydro power;Percentage;0.520;;
2020-04;Pumped hydro power;Percentage;0.504;;
2020-05;Pumped hydro power;Percentage;0.534;;
2020-06;Pumped hydro power;Percentage;0.409;;
2020-07;Pumped hydro power;Percentage;0.279;;
2020-08;Pumped hydro power;Percentage;0.424;;
2020-09;Pumped hydro power;Percentage;0.479;;
2020-10;Pumped hydro power;Percentage;0.597;;
2020-11;Pumped hydro power;Percentage;0.657;;
2020-12;Pumped hydro power;Percentage;0.881;;
2021-01;Pumped hydro power;Percentage;0.671;;
2021-02;Pumped hydro power;Percentage;0.470;;
2021-03;Pumped hydro power;Percentage;0.437;;
2021-04;Pumped hydro power;Percentage;0.453;;
2021-05;Pumped hydro power;Percentage;0.573;;
2021-06;Pumped hydro power;Percentage;0.332;;
2021-07;Pumped hydro power;Percentage;0.287;;
2021-08;Pumped hydro power;Percentage;0.415;;
2021-09;Pumped hydro power;Percentage;0.358;;
2021-10;Pumped hydro power;Percentage;0.466;;
2021-11;Pumped hydro power;Percentage;0.437;;
2021-12;Pumped hydro power;Percentage;0.475;;
2022-01;Pumped hydro power;Percentage;0.533;;
2022-02;Pumped hydro power;Percentage;0.671;;
2022-03;Pumped hydro power;Percentage;0.419;;
2022-04;Pumped hydro power;Percentage;0.580;;
2022-05;Pumped hydro power;Percentage;0.506;;
2022-06;Pumped hydro power;Percentage;0.672;;
2022-07;Pumped hydro power;Percentage;0.610;;
2022-08;Pumped hydro power;Percentage;0.698;;
2022-09;Pumped hydro power;Percentage;0.707;;
2022-10;Pumped hydro power;Percentage;0.661;;
2022-11;Pumped hydro power;Percentage;0.645;;
2022-12;Pumped hydro power;Percentage;0.670;;
2023-01;Pumped hydro power;Percentage;0.735;;
2023-02;Pumped hydro power;Percentage;0.720;;
2023-03;Pumped hydro power;Percentage;0.775;;
2023-04;Pumped hydro power;Percentage;0.743;;
2023-05;Pumped hydro power;Percentage;0.844;;
2023-06;Pumped hydro power;Percentage;0.905;;
2023-07;Pumped hydro power;Percentage;0.954;;
2023-08;Pumped hydro power;Percentage;0.971;;
2023-09;Pumped hydro power;Percentage;0.822;;
2023-10;Pumped hydro power;Percentage;0.802;;
2023-11;Pumped hydro power;Percentage;0.692;;
2023-12;Pumped hydro power;Percentage;0.841;;
2008-01;Geothermal;Gigawatt-hour;0;;
2008-02;Geothermal;Gigawatt-hour;0;;
2008-03;Geothermal;Gigawatt-hour;0;;
2008-04;Geothermal;Gigawatt-hour;0;;
2008-05;Geothermal;Gigawatt-hour;0;;
2008-06;Geothermal;Gigawatt-hour;0;;
2008-07;Geothermal;Gigawatt-hour;0;;
2008-08;Geothermal;Gigawatt-hour;0;;
2008-09;Geothermal;Gigawatt-hour;0;;
2008-10;Geothermal;Gigawatt-hour;0;;
2008-11;Geothermal;Gigawatt-hour;0;;
2008-12;Geothermal;Gigawatt-hour;0;;
2009-01;Geothermal;Gigawatt-hour;0;;
2009-02;Geothermal;Gigawatt-hour;0;;
2009-03;Geothermal;Gigawatt-hour;0;;
2009-04;Geothermal;Gigawatt-hour;0;;
2009-05;Geothermal;Gigawatt-hour;0;;
2009-06;Geothermal;Gigawatt-hour;0;;
2009-07;Geothermal;Gigawatt-hour;0;;
2009-08;Geothermal;Gigawatt-hour;0;;
2009-09;Geothermal;Gigawatt-hour;0;;
2009-10;Geothermal;Gigawatt-hour;0;;
2009-11;Geothermal;Gigawatt-hour;0;;
2009-12;Geothermal;Gigawatt-hour;0;;
2010-01;Geothermal;Gigawatt-hour;0;;
2010-02;Geothermal;Gigawatt-hour;0;;
2010-03;Geothermal;Gigawatt-hour;0;;
2010-04;Geothermal;Gigawatt-hour;0;;
2010-05;Geothermal;Gigawatt-hour;0;;
2010-06;Geothermal;Gigawatt-hour;0;;
2010-07;Geothermal;Gigawatt-hour;0;;
2010-08;Geothermal;Gigawatt-hour;0;;
2010-09;Geothermal;Gigawatt-hour;0;;
2010-10;Geothermal;Gigawatt-hour;0;;
2010-11;Geothermal;Gigawatt-hour;0;;
2010-12;Geothermal;Gigawatt-hour;0;;
2011-01;Geothermal;Gigawatt-hour;0;;
2011-02;Geothermal;Gigawatt-hour;0;;
2011-03;Geothermal;Gigawatt-hour;0;;
2011-04;Geothermal;Gigawatt-hour;0;;
2011-05;Geothermal;Gigawatt-hour;0;;
2011-06;Geothermal;Gigawatt-hour;0;;
2011-07;Geothermal;Gigawatt-hour;0;;
2011-08;Geothermal;Gigawatt-hour;0;;
2011-09;Geothermal;Gigawatt-hour;0;;
2011-10;Geothermal;Gigawatt-hour;0;;
2011-11;Geothermal;Gigawatt-hour;0;;
2011-12;Geothermal;Gigawatt-hour;0;;
2012-01;Geothermal;Gigawatt-hour;0;;
2012-02;Geothermal;Gigawatt-hour;0;;
2012-03;Geothermal;Gigawatt-hour;0;;
2012-04;Geothermal;Gigawatt-hour;0;;
2012-05;Geothermal;Gigawatt-hour;0;;
2012-06;Geothermal;Gigawatt-hour;0;;
2012-07;Geothermal;Gigawatt-hour;0;;
2012-08;Geothermal;Gigawatt-hour;0;;
2012-09;Geothermal;Gigawatt-hour;0;;
2012-10;Geothermal;Gigawatt-hour;0;;
2012-11;Geothermal;Gigawatt-hour;0;;
2012-12;Geothermal;Gigawatt-hour;0;;
2013-01;Geothermal;Gigawatt-hour;0;;
2013-02;Geothermal;Gigawatt-hour;0;;
2013-03;Geothermal;Gigawatt-hour;0;;
2013-04;Geothermal;Gigawatt-hour;0;;
2013-05;Geothermal;Gigawatt-hour;0;;
2013-06;Geothermal;Gigawatt-hour;0;;
2013-07;Geothermal;Gigawatt-hour;0;;
2013-08;Geothermal;Gigawatt-hour;0;;
2013-09;Geothermal;Gigawatt-hour;0;;
2013-10;Geothermal;Gigawatt-hour;0;;
2013-11;Geothermal;Gigawatt-hour;0;;
2013-12;Geothermal;Gigawatt-hour;0;;
2014-01;Geothermal;Gigawatt-hour;0;;
2014-02;Geothermal;Gigawatt-hour;0;;
2014-03;Geothermal;Gigawatt-hour;0;;
2014-04;Geothermal;Gigawatt-hour;0;;
2014-05;Geothermal;Gigawatt-hour;0;;
2014-06;Geothermal;Gigawatt-hour;0;;
2014-07;Geothermal;Gigawatt-hour;0;;
2014-08;Geothermal;Gigawatt-hour;0;;
2014-09;Geothermal;Gigawatt-hour;0;;
2014-10;Geothermal;Gigawatt-hour;0;;
2014-11;Geothermal;Gigawatt-hour;0;;
2014-12;Geothermal;Gigawatt-hour;0;;
2015-01;Geothermal;Gigawatt-hour;0;;
2015-02;Geothermal;Gigawatt-hour;0;;
2015-03;Geothermal;Gigawatt-hour;0;;
2015-04;Geothermal;Gigawatt-hour;0;;
2015-05;Geothermal;Gigawatt-hour;0;;
2015-06;Geothermal;Gigawatt-hour;0;;
2015-07;Geothermal;Gigawatt-hour;0;;
2015-08;Geothermal;Gigawatt-hour;0;;
2015-09;Geothermal;Gigawatt-hour;0;;
2015-10;Geothermal;Gigawatt-hour;0;;
2015-11;Geothermal;Gigawatt-hour;0;;
2015-12;Geothermal;Gigawatt-hour;0;;
2016-01;Geothermal;Gigawatt-hour;0;;
2016-02;Geothermal;Gigawatt-hour;0;;
2016-03;Geothermal;Gigawatt-hour;0;;
2016-04;Geothermal;Gigawatt-hour;0;;
2016-05;Geothermal;Gigawatt-hour;0;;
2016-06;Geothermal;Gigawatt-hour;0;;
2016-07;Geothermal;Gigawatt-hour;0;;
2016-08;Geothermal;Gigawatt-hour;0;;
2016-09;Geothermal;Gigawatt-hour;0;;
2016-10;Geothermal;Gigawatt-hour;0;;
2016-11;Geothermal;Gigawatt-hour;0;;
2016-12;Geothermal;Gigawatt-hour;0;;
2017-01;Geothermal;Gigawatt-hour;0.000;;
2017-02;Geothermal;Gigawatt-hour;0.000;;
2017-03;Geothermal;Gigawatt-hour;0.000;;
2017-04;Geothermal;Gigawatt-hour;0.000;;
2017-05;Geothermal;Gigawatt-hour;0.000;;
2017-06;Geothermal;Gigawatt-hour;0.000;;
2017-07;Geothermal;Gigawatt-hour;0.000;;
2017-08;Geothermal;Gigawatt-hour;0.000;;
2017-09;Geothermal;Gigawatt-hour;0.000;;
2017-10;Geothermal;Gigawatt-hour;0.000;;
2017-11;Geothermal;Gigawatt-hour;0.000;;
2017-12;Geothermal;Gigawatt-hour;0.000;;
2018-01;Geothermal;Gigawatt-hour;0.000;;
2018-02;Geothermal;Gigawatt-hour;0.000;;
2018-03;Geothermal;Gigawatt-hour;0.000;;
2018-04;Geothermal;Gigawatt-hour;0.000;;
2018-05;Geothermal;Gigawatt-hour;0.000;;
2018-06;Geothermal;Gigawatt-hour;0.000;;
2018-07;Geothermal;Gigawatt-hour;0.000;;
2018-08;Geothermal;Gigawatt-hour;0.000;;
2018-09;Geothermal;Gigawatt-hour;0.000;;
2018-10;Geothermal;Gigawatt-hour;0.000;;
2018-11;Geothermal;Gigawatt-hour;0.000;;
2018-12;Geothermal;Gigawatt-hour;0.000;;
2019-01;Geothermal;Gigawatt-hour;0.000;;
2019-02;Geothermal;Gigawatt-hour;0.000;;
2019-03;Geothermal;Gigawatt-hour;0.000;;
2019-04;Geothermal;Gigawatt-hour;0.000;;
2019-05;Geothermal;Gigawatt-hour;0.000;;
2019-06;Geothermal;Gigawatt-hour;0.000;;
2019-07;Geothermal;Gigawatt-hour;0.000;;
2019-08;Geothermal;Gigawatt-hour;0.000;;
2019-09;Geothermal;Gigawatt-hour;0.000;;
2019-10;Geothermal;Gigawatt-hour;0.000;;
2019-11;Geothermal;Gigawatt-hour;0.000;;
2019-12;Geothermal;Gigawatt-hour;0.000;;
2020-01;Geothermal;Gigawatt-hour;0.000;;
2020-02;Geothermal;Gigawatt-hour;0.000;;
2020-03;Geothermal;Gigawatt-hour;0.000;;
2020-04;Geothermal;Gigawatt-hour;0.000;;
2020-05;Geothermal;Gigawatt-hour;0.000;;
2020-06;Geothermal;Gigawatt-hour;0.000;;
2020-07;Geothermal;Gigawatt-hour;0.000;;
2020-08;Geothermal;Gigawatt-hour;0.000;;
2020-09;Geothermal;Gigawatt-hour;0.000;;
2020-10;Geothermal;Gigawatt-hour;0.000;;
2020-11;Geothermal;Gigawatt-hour;0.000;;
2020-12;Geothermal;Gigawatt-hour;0.000;;
2021-01;Geothermal;Gigawatt-hour;0.000;;
2021-02;Geothermal;Gigawatt-hour;0.000;;
2021-03;Geothermal;Gigawatt-hour;0.000;;
2021-04;Geothermal;Gigawatt-hour;0.000;;
2021-05;Geothermal;Gigawatt-hour;0.000;;
2021-06;Geothermal;Gigawatt-hour;0.000;;
2021-07;Geothermal;Gigawatt-hour;0.000;;
2021-08;Geothermal;Gigawatt-hour;0.000;;
2021-09;Geothermal;Gigawatt-hour;0.000;;
2021-10;Geothermal;Gigawatt-hour;0.000;;
2021-11;Geothermal;Gigawatt-hour;0.000;;
2021-12;Geothermal;Gigawatt-hour;0.000;;
2022-01;Geothermal;Gigawatt-hour;0.000;;
2022-02;Geothermal;Gigawatt-hour;0.000;;
2022-03;Geothermal;Gigawatt-hour;0.000;;
2022-04;Geothermal;Gigawatt-hour;0.000;;
2022-05;Geothermal;Gigawatt-hour;0.000;;
2022-06;Geothermal;Gigawatt-hour;0.000;;
2022-07;Geothermal;Gigawatt-hour;0.000;;
2022-08;Geothermal;Gigawatt-hour;0.000;;
2022-09;Geothermal;Gigawatt-hour;0.000;;
2022-10;Geothermal;Gigawatt-hour;0.000;;
2022-11;Geothermal;Gigawatt-hour;0.000;;
2022-12;Geothermal;Gigawatt-hour;0.000;;
2023-01;Geothermal;Gigawatt-hour;0.000;;
2023-02;Geothermal;Gigawatt-hour;0.000;;
2023-03;Geothermal;Gigawatt-hour;0.000;;
2023-04;Geothermal;Gigawatt-hour;0.000;;
2023-05;Geothermal;Gigawatt-hour;0.000;;
2023-06;Geothermal;Gigawatt-hour;0.000;;
2023-07;Geothermal;Gigawatt-hour;0.000;;
2023-08;Geothermal;Gigawatt-hour;0.000;;
2023-09;Geothermal;Gigawatt-hour;0.000;;
2023-10;Geothermal;Gigawatt-hour;0.000;;
2023-11;Geothermal;Gigawatt-hour;0.000;;
2023-12;Geothermal;Gigawatt-hour;0.000;;
2024-01;Geothermal;Gigawatt-hour;0;;
2024-02;Geothermal;Gigawatt-hour;0;;
2024-03;Geothermal;Gigawatt-hour;0;;
2024-04;Geothermal;Gigawatt-hour;0;;
2024-05;Geothermal;Gigawatt-hour;0;;
2024-06;Geothermal;Gigawatt-hour;0;;
2024-07;Geothermal;Gigawatt-hour;0;;
2024-08;Geothermal;Gigawatt-hour;0;;
2024-09;Geothermal;Gigawatt-hour;0;;
2024-10;Geothermal;Gigawatt-hour;0;;
2024-11;Geothermal;Gigawatt-hour;0;;
2024-12;Geothermal;Gigawatt-hour;0;;
2025-01;Geothermal;Gigawatt-hour;0;;
2025-02;Geothermal;Gigawatt-hour;0;;
2025-03;Geothermal;Gigawatt-hour;0;;
2025-04;Geothermal;Gigawatt-hour;0.000;;
2025-05;Geothermal;Gigawatt-hour;0.000;;
2025-06;Geothermal;Gigawatt-hour;0.000;;
2025-07;Geothermal;Gigawatt-hour;0.000;;
2025-08;Geothermal;Gigawatt-hour;0.000;;
2016-01;Geothermal;Percentage;0.000;;
2016-02;Geothermal;Percentage;0.000;;
2016-03;Geothermal;Percentage;0.000;;
2016-04;Geothermal;Percentage;0.000;;
2016-05;Geothermal;Percentage;0.000;;
2016-06;Geothermal;Percentage;0.000;;
2016-07;Geothermal;Percentage;0.000;;
2016-08;Geothermal;Percentage;0.000;;
2016-09;Geothermal;Percentage;0.000;;
2016-10;Geothermal;Percentage;0.000;;
2016-11;Geothermal;Percentage;0.000;;
2016-12;Geothermal;Percentage;0.000;;
2017-01;Geothermal;Percentage;0.000;;
2017-02;Geothermal;Percentage;0.000;;
2017-03;Geothermal;Percentage;0.000;;
2017-04;Geothermal;Percentage;0.000;;
2017-05;Geothermal;Percentage;0.000;;
2017-06;Geothermal;Percentage;0.000;;
2017-07;Geothermal;Percentage;0.000;;
2017-08;Geothermal;Percentage;0.000;;
2017-09;Geothermal;Percentage;0.000;;
2017-10;Geothermal;Percentage;0.000;;
2017-11;Geothermal;Percentage;0.000;;
2017-12;Geothermal;Percentage;0.000;;
2018-01;Geothermal;Percentage;0.000;;
2018-02;Geothermal;Percentage;0.000;;
2018-03;Geothermal;Percentage;0.000;;
2018-04;Geothermal;Percentage;0.000;;
2018-05;Geothermal;Percentage;0.000;;
2018-06;Geothermal;Percentage;0.000;;
2018-07;Geothermal;Percentage;0.000;;
2018-08;Geothermal;Percentage;0.000;;
2018-09;Geothermal;Percentage;0.000;;
2018-10;Geothermal;Percentage;0.000;;
2018-11;Geothermal;Percentage;0.000;;
2018-12;Geothermal;Percentage;0.000;;
2019-01;Geothermal;Percentage;0.000;;
2019-02;Geothermal;Percentage;0.000;;
2019-03;Geothermal;Percentage;0.000;;
2019-04;Geothermal;Percentage;0.000;;
2019-05;Geothermal;Percentage;0.000;;
2019-06;Geothermal;Percentage;0.000;;
2019-07;Geothermal;Percentage;0.000;;
2019-08;Geothermal;Percentage;0.000;;
2019-09;Geothermal;Percentage;0.000;;
2019-10;Geothermal;Percentage;0.000;;
2019-11;Geothermal;Percentage;0.000;;
2019-12;Geothermal;Percentage;0.000;;
2020-01;Geothermal;Percentage;0.000;;
2020-02;Geothermal;Percentage;0.000;;
2020-03;Geothermal;Percentage;0.000;;
2020-04;Geothermal;Percentage;0.000;;
2020-05;Geothermal;Percentage;0.000;;
2020-06;Geothermal;Percentage;0.000;;
2020-07;Geothermal;Percentage;0.000;;
2020-08;Geothermal;Percentage;0.000;;
2020-09;Geothermal;Percentage;0.000;;
2020-10;Geothermal;Percentage;0.000;;
2020-11;Geothermal;Percentage;0.000;;
2020-12;Geothermal;Percentage;0.000;;
2021-01;Geothermal;Percentage;0.000;;
2021-02;Geothermal;Percentage;0.000;;
2021-03;Geothermal;Percentage;0.000;;
2021-04;Geothermal;Percentage;0.000;;
2021-05;Geothermal;Percentage;0.000;;
2021-06;Geothermal;Percentage;0.000;;
2021-07;Geothermal;Percentage;0.000;;
2021-08;Geothermal;Percentage;0.000;;
2021-09;Geothermal;Percentage;0.000;;
2021-10;Geothermal;Percentage;0.000;;
2021-11;Geothermal;Percentage;0.000;;
2021-12;Geothermal;Percentage;0.000;;
2022-01;Geothermal;Percentage;0.000;;
2022-02;Geothermal;Percentage;0.000;;
2022-03;Geothermal;Percentage;0.000;;
2022-04;Geothermal;Percentage;0.000;;
2022-05;Geothermal;Percentage;0.000;;
2022-06;Geothermal;Percentage;0.000;;
2022-07;Geothermal;Percentage;0.000;;
2022-08;Geothermal;Percentage;0.000;;
2022-09;Geothermal;Percentage;0.000;;
2022-10;Geothermal;Percentage;0.000;;
2022-11;Geothermal;Percentage;0.000;;
2022-12;Geothermal;Percentage;0.000;;
2023-01;Geothermal;Percentage;0.000;;
2023-02;Geothermal;Percentage;0.000;;
2023-03;Geothermal;Percentage;0.000;;
