TIME_PERIOD;TYPE;UNIT;OPERATION;OBS_VALUE
2013-07;Coke oven coke;Thousand tonnes;Exports;590.000
2013-08;Coke oven coke;Thousand tonnes;Exports;432.000
2013-09;Coke oven coke;Thousand tonnes;Exports;469.000
2013-10;Coke oven coke;Thousand tonnes;Exports;537.000
2013-11;Coke oven coke;Thousand tonnes;Exports;679.000
2013-12;Coke oven coke;Thousand tonnes;Exports;548.000
2014-01;Coke oven coke;Thousand tonnes;Exports;519.000
2014-02;Coke oven coke;Thousand tonnes;Exports;569.000
2014-03;Coke oven coke;Thousand tonnes;Exports;512.000
2014-04;Coke oven coke;Thousand tonnes;Exports;496.000
2014-05;Coke oven coke;Thousand tonnes;Exports;599.000
2014-06;Coke oven coke;Thousand tonnes;Exports;524.000
2014-07;Coke oven coke;Thousand tonnes;Exports;477.000
2014-08;Coke oven coke;Thousand tonnes;Exports;563.000
2014-09;Coke oven coke;Thousand tonnes;Exports;601.000
2014-10;Coke oven coke;Thousand tonnes;Exports;572.000
2014-11;Coke oven coke;Thousand tonnes;Exports;605.000
2014-12;Coke oven coke;Thousand tonnes;Exports;632.000
2015-01;Coke oven coke;Thousand tonnes;Exports;523.000
2015-02;Coke oven coke;Thousand tonnes;Exports;448.000
2015-03;Coke oven coke;Thousand tonnes;Exports;530.000
2015-04;Coke oven coke;Thousand tonnes;Exports;511.000
2015-05;Coke oven coke;Thousand tonnes;Exports;601.000
2015-06;Coke oven coke;Thousand tonnes;Exports;464.000
2015-07;Coke oven coke;Thousand tonnes;Exports;553.000
2015-08;Coke oven coke;Thousand tonnes;Exports;602.000
2015-09;Coke oven coke;Thousand tonnes;Exports;568.000
2015-10;Coke oven coke;Thousand tonnes;Exports;515.000
2015-11;Coke oven coke;Thousand tonnes;Exports;562.000
2015-12;Coke oven coke;Thousand tonnes;Exports;578.000
2016-01;Coke oven coke;Thousand tonnes;Exports;406.000
2016-02;Coke oven coke;Thousand tonnes;Exports;603.000
2016-03;Coke oven coke;Thousand tonnes;Exports;557.000
2016-04;Coke oven coke;Thousand tonnes;Exports;577.000
2016-05;Coke oven coke;Thousand tonnes;Exports;598.000
2016-06;Coke oven coke;Thousand tonnes;Exports;608.000
2016-07;Coke oven coke;Thousand tonnes;Exports;664.000
2016-08;Coke oven coke;Thousand tonnes;Exports;585.000
2016-09;Coke oven coke;Thousand tonnes;Exports;587.000
2016-10;Coke oven coke;Thousand tonnes;Exports;593.000
2016-11;Coke oven coke;Thousand tonnes;Exports;553.000
2016-12;Coke oven coke;Thousand tonnes;Exports;604.000
2017-01;Coke oven coke;Thousand tonnes;Exports;539.154
2017-02;Coke oven coke;Thousand tonnes;Exports;380.838
2017-03;Coke oven coke;Thousand tonnes;Exports;470.549
2017-04;Coke oven coke;Thousand tonnes;Exports;638.963
2017-05;Coke oven coke;Thousand tonnes;Exports;546.778
2017-06;Coke oven coke;Thousand tonnes;Exports;555.363
2017-07;Coke oven coke;Thousand tonnes;Exports;457.463
2017-08;Coke oven coke;Thousand tonnes;Exports;602.402
2017-09;Coke oven coke;Thousand tonnes;Exports;602.402
2017-10;Coke oven coke;Thousand tonnes;Exports;521.028
2017-11;Coke oven coke;Thousand tonnes;Exports;556.441
2017-12;Coke oven coke;Thousand tonnes;Exports;601.932
2018-01;Coke oven coke;Thousand tonnes;Exports;504.136
2018-02;Coke oven coke;Thousand tonnes;Exports;560.788
2018-03;Coke oven coke;Thousand tonnes;Exports;663.346
2018-04;Coke oven coke;Thousand tonnes;Exports;508.895
2018-05;Coke oven coke;Thousand tonnes;Exports;540.001
2018-06;Coke oven coke;Thousand tonnes;Exports;552.648
2018-07;Coke oven coke;Thousand tonnes;Exports;561.117
2018-08;Coke oven coke;Thousand tonnes;Exports;558.446
2018-09;Coke oven coke;Thousand tonnes;Exports;499.610
2018-10;Coke oven coke;Thousand tonnes;Exports;434.599
2018-11;Coke oven coke;Thousand tonnes;Exports;633.229
2018-12;Coke oven coke;Thousand tonnes;Exports;668.824
2019-01;Coke oven coke;Thousand tonnes;Exports;515.279
2019-02;Coke oven coke;Thousand tonnes;Exports;588.446
2019-03;Coke oven coke;Thousand tonnes;Exports;534.346
2019-04;Coke oven coke;Thousand tonnes;Exports;518.435
2019-05;Coke oven coke;Thousand tonnes;Exports;568.154
2019-06;Coke oven coke;Thousand tonnes;Exports;472.743
2019-07;Coke oven coke;Thousand tonnes;Exports;674.136
2019-08;Coke oven coke;Thousand tonnes;Exports;506.000
2019-09;Coke oven coke;Thousand tonnes;Exports;451.846
2019-10;Coke oven coke;Thousand tonnes;Exports;458.185
2019-11;Coke oven coke;Thousand tonnes;Exports;482.441
2019-12;Coke oven coke;Thousand tonnes;Exports;400.467
2020-01;Coke oven coke;Thousand tonnes;Exports;664.011
2020-02;Coke oven coke;Thousand tonnes;Exports;588.723
2020-03;Coke oven coke;Thousand tonnes;Exports;636.940
2020-04;Coke oven coke;Thousand tonnes;Exports;260.660
2020-05;Coke oven coke;Thousand tonnes;Exports;440.477
2020-06;Coke oven coke;Thousand tonnes;Exports;376.992
2020-07;Coke oven coke;Thousand tonnes;Exports;551.386
2020-08;Coke oven coke;Thousand tonnes;Exports;480.854
2020-09;Coke oven coke;Thousand tonnes;Exports;603.001
2020-10;Coke oven coke;Thousand tonnes;Exports;586.824
2020-11;Coke oven coke;Thousand tonnes;Exports;556.117
2020-12;Coke oven coke;Thousand tonnes;Exports;517.940
2021-01;Coke oven coke;Thousand tonnes;Exports;603.851
2021-02;Coke oven coke;Thousand tonnes;Exports;626.000
2021-03;Coke oven coke;Thousand tonnes;Exports;591.872
2021-04;Coke oven coke;Thousand tonnes;Exports;536.225
2021-05;Coke oven coke;Thousand tonnes;Exports;588.504
2021-06;Coke oven coke;Thousand tonnes;Exports;540.265
2021-07;Coke oven coke;Thousand tonnes;Exports;606.627
2021-08;Coke oven coke;Thousand tonnes;Exports;530.812
2021-09;Coke oven coke;Thousand tonnes;Exports;594.472
2021-10;Coke oven coke;Thousand tonnes;Exports;597.638
2021-11;Coke oven coke;Thousand tonnes;Exports;627.388
2021-12;Coke oven coke;Thousand tonnes;Exports;499.741
2022-01;Coke oven coke;Thousand tonnes;Exports;610.347
2022-02;Coke oven coke;Thousand tonnes;Exports;675.597
2022-03;Coke oven coke;Thousand tonnes;Exports;644.044
2022-04;Coke oven coke;Thousand tonnes;Exports;594.029
2022-05;Coke oven coke;Thousand tonnes;Exports;582.749
2022-06;Coke oven coke;Thousand tonnes;Exports;497.511
2022-07;Coke oven coke;Thousand tonnes;Exports;454.826
2022-08;Coke oven coke;Thousand tonnes;Exports;507.031
2022-09;Coke oven coke;Thousand tonnes;Exports;468.845
2022-10;Coke oven coke;Thousand tonnes;Exports;505.160
2022-11;Coke oven coke;Thousand tonnes;Exports;546.346
2022-12;Coke oven coke;Thousand tonnes;Exports;441.563
2023-01;Coke oven coke;Thousand tonnes;Exports;574.482
2023-02;Coke oven coke;Thousand tonnes;Exports;466.774
2023-03;Coke oven coke;Thousand tonnes;Exports;561.150
2023-04;Coke oven coke;Thousand tonnes;Exports;651.546
2023-05;Coke oven coke;Thousand tonnes;Exports;591.150
2023-06;Coke oven coke;Thousand tonnes;Exports;491.267
2023-07;Coke oven coke;Thousand tonnes;Exports;571.350
2023-08;Coke oven coke;Thousand tonnes;Exports;364.542
2023-09;Coke oven coke;Thousand tonnes;Exports;594.052
2023-10;Coke oven coke;Thousand tonnes;Exports;605.982
2023-11;Coke oven coke;Thousand tonnes;Exports;450.958
2023-12;Coke oven coke;Thousand tonnes;Exports;448.457
2024-01;Coke oven coke;Thousand tonnes;Exports;601.995
2024-02;Coke oven coke;Thousand tonnes;Exports;511.438
2024-03;Coke oven coke;Thousand tonnes;Exports;532.049
2024-04;Coke oven coke;Thousand tonnes;Exports;442.661
2024-05;Coke oven coke;Thousand tonnes;Exports;433.270
2024-06;Coke oven coke;Thousand tonnes;Exports;573.187
2024-07;Coke oven coke;Thousand tonnes;Exports;565.184
2024-08;Coke oven coke;Thousand tonnes;Exports;440.180
2024-09;Coke oven coke;Thousand tonnes;Exports;447.914
2024-10;Coke oven coke;Thousand tonnes;Exports;436.881
2024-11;Coke oven coke;Thousand tonnes;Exports;414.806
2024-12;Coke oven coke;Thousand tonnes;Exports;476.528
2025-01;Coke oven coke;Thousand tonnes;Exports;484.798
2025-02;Coke oven coke;Thousand tonnes;Exports;403.023
2025-03;Coke oven coke;Thousand tonnes;Exports;470.851
2025-04;Coke oven coke;Thousand tonnes;Exports;503.679
2025-05;Coke oven coke;Thousand tonnes;Exports;443.886
2025-06;Coke oven coke;Thousand tonnes;Exports;469.412
2025-07;Coke oven coke;Thousand tonnes;Exports;387.516
2025-08;Coke oven coke;Thousand tonnes;Exports;454.911
2008-01;Peat;Thousand tonnes;Exports;0.000
2008-02;Peat;Thousand tonnes;Exports;0.000
2008-03;Peat;Thousand tonnes;Exports;0.000
2008-04;Peat;Thousand tonnes;Exports;0.000
2008-05;Peat;Thousand tonnes;Exports;0.000
2008-06;Peat;Thousand tonnes;Exports;0.000
2008-07;Peat;Thousand tonnes;Exports;0.000
2008-08;Peat;Thousand tonnes;Exports;0.000
2008-09;Peat;Thousand tonnes;Exports;0.000
2008-10;Peat;Thousand tonnes;Exports;0.000
2008-11;Peat;Thousand tonnes;Exports;0.000
2008-12;Peat;Thousand tonnes;Exports;0.000
2009-01;Peat;Thousand tonnes;Exports;0.000
2009-02;Peat;Thousand tonnes;Exports;0.000
2009-03;Peat;Thousand tonnes;Exports;0.000
2009-04;Peat;Thousand tonnes;Exports;0.000
2009-05;Peat;Thousand tonnes;Exports;0.000
2009-06;Peat;Thousand tonnes;Exports;0.000
2009-07;Peat;Thousand tonnes;Exports;0.000
2009-08;Peat;Thousand tonnes;Exports;0.000
2009-09;Peat;Thousand tonnes;Exports;0.000
2009-10;Peat;Thousand tonnes;Exports;0.000
2009-11;Peat;Thousand tonnes;Exports;0.000
2009-12;Peat;Thousand tonnes;Exports;0.000
2010-01;Peat;Thousand tonnes;Exports;0.000
2010-02;Peat;Thousand tonnes;Exports;0.000
2010-03;Peat;Thousand tonnes;Exports;0.000
2010-04;Peat;Thousand tonnes;Exports;0.000
2010-05;Peat;Thousand tonnes;Exports;0.000
2010-06;Peat;Thousand tonnes;Exports;0.000
2010-07;Peat;Thousand tonnes;Exports;0.000
2010-08;Peat;Thousand tonnes;Exports;0.000
2010-09;Peat;Thousand tonnes;Exports;0.000
2010-10;Peat;Thousand tonnes;Exports;0.000
2010-11;Peat;Thousand tonnes;Exports;0.000
2010-12;Peat;Thousand tonnes;Exports;0.000
2011-01;Peat;Thousand tonnes;Exports;0.000
2011-02;Peat;Thousand tonnes;Exports;0.000
2011-03;Peat;Thousand tonnes;Exports;0.000
2011-04;Peat;Thousand tonnes;Exports;0.000
2011-05;Peat;Thousand tonnes;Exports;0.000
2011-06;Peat;Thousand tonnes;Exports;0.000
2011-07;Peat;Thousand tonnes;Exports;0.000
2011-08;Peat;Thousand tonnes;Exports;0.000
2011-09;Peat;Thousand tonnes;Exports;0.000
2011-10;Peat;Thousand tonnes;Exports;0.000
2011-11;Peat;Thousand tonnes;Exports;0.000
2011-12;Peat;Thousand tonnes;Exports;0.000
2012-01;Peat;Thousand tonnes;Exports;0.000
2012-02;Peat;Thousand tonnes;Exports;0.000
2012-03;Peat;Thousand tonnes;Exports;0.000
2012-04;Peat;Thousand tonnes;Exports;0.000
2012-05;Peat;Thousand tonnes;Exports;0.000
2012-06;Peat;Thousand tonnes;Exports;0.000
2012-07;Peat;Thousand tonnes;Exports;0.000
2012-08;Peat;Thousand tonnes;Exports;0.000
2012-09;Peat;Thousand tonnes;Exports;0.000
2012-10;Peat;Thousand tonnes;Exports;0.000
2012-11;Peat;Thousand tonnes;Exports;0.000
2012-12;Peat;Thousand tonnes;Exports;0.000
2013-01;Peat;Thousand tonnes;Exports;0.000
2013-02;Peat;Thousand tonnes;Exports;0.000
2013-03;Peat;Thousand tonnes;Exports;0.000
2013-04;Peat;Thousand tonnes;Exports;0.000
2013-05;Peat;Thousand tonnes;Exports;0.000
2013-06;Peat;Thousand tonnes;Exports;0.000
2013-07;Peat;Thousand tonnes;Exports;0.000
2013-08;Peat;Thousand tonnes;Exports;0.000
2013-09;Peat;Thousand tonnes;Exports;0.000
2013-10;Peat;Thousand tonnes;Exports;0.000
2013-11;Peat;Thousand tonnes;Exports;0.000
2013-12;Peat;Thousand tonnes;Exports;0.000
2014-01;Peat;Thousand tonnes;Exports;0.000
2014-02;Peat;Thousand tonnes;Exports;0.000
2014-03;Peat;Thousand tonnes;Exports;0.000
2014-04;Peat;Thousand tonnes;Exports;0.000
2014-05;Peat;Thousand tonnes;Exports;0.000
2014-06;Peat;Thousand tonnes;Exports;0.000
2014-07;Peat;Thousand tonnes;Exports;0.000
2014-08;Peat;Thousand tonnes;Exports;0.000
2014-09;Peat;Thousand tonnes;Exports;0.000
2014-10;Peat;Thousand tonnes;Exports;0.000
2014-11;Peat;Thousand tonnes;Exports;0.000
2014-12;Peat;Thousand tonnes;Exports;0.000
2015-01;Peat;Thousand tonnes;Exports;0.000
2015-02;Peat;Thousand tonnes;Exports;0.000
2015-03;Peat;Thousand tonnes;Exports;0.000
2015-04;Peat;Thousand tonnes;Exports;0.000
2015-05;Peat;Thousand tonnes;Exports;0.000
2015-06;Peat;Thousand tonnes;Exports;0.000
2015-07;Peat;Thousand tonnes;Exports;0.000
2015-08;Peat;Thousand tonnes;Exports;0.000
2015-09;Peat;Thousand tonnes;Exports;0.000
2015-10;Peat;Thousand tonnes;Exports;0.000
2015-11;Peat;Thousand tonnes;Exports;0.000
2015-12;Peat;Thousand tonnes;Exports;0.000
2016-01;Peat;Thousand tonnes;Exports;0.000
2016-02;Peat;Thousand tonnes;Exports;0.000
2016-03;Peat;Thousand tonnes;Exports;0.000
2016-04;Peat;Thousand tonnes;Exports;0.000
2016-05;Peat;Thousand tonnes;Exports;0.000
2016-06;Peat;Thousand tonnes;Exports;0.000
2016-07;Peat;Thousand tonnes;Exports;0.000
2016-08;Peat;Thousand tonnes;Exports;0.000
2016-09;Peat;Thousand tonnes;Exports;0.000
2016-10;Peat;Thousand tonnes;Exports;0.000
2016-11;Peat;Thousand tonnes;Exports;0.000
2016-12;Peat;Thousand tonnes;Exports;0.000
2017-01;Peat;Thousand tonnes;Exports;0.000
2017-02;Peat;Thousand tonnes;Exports;0.000
2017-03;Peat;Thousand tonnes;Exports;0.000
2017-04;Peat;Thousand tonnes;Exports;0.000
2017-05;Peat;Thousand tonnes;Exports;0.000
2017-06;Peat;Thousand tonnes;Exports;0.000
2017-07;Peat;Thousand tonnes;Exports;0.000
2017-08;Peat;Thousand tonnes;Exports;0.000
2017-09;Peat;Thousand tonnes;Exports;0.000
2017-10;Peat;Thousand tonnes;Exports;0.000
2017-11;Peat;Thousand tonnes;Exports;0.000
2017-12;Peat;Thousand tonnes;Exports;0.000
2018-01;Peat;Thousand tonnes;Exports;0.000
2018-02;Peat;Thousand tonnes;Exports;0.000
2018-03;Peat;Thousand tonnes;Exports;0.000
2018-04;Peat;Thousand tonnes;Exports;0.000
2018-05;Peat;Thousand tonnes;Exports;0.000
2018-06;Peat;Thousand tonnes;Exports;0.000
2018-07;Peat;Thousand tonnes;Exports;0.000
2018-08;Peat;Thousand tonnes;Exports;0.000
2018-09;Peat;Thousand tonnes;Exports;0.000
2018-10;Peat;Thousand tonnes;Exports;0.000
2018-11;Peat;Thousand tonnes;Exports;0.000
2018-12;Peat;Thousand tonnes;Exports;0.000
2019-01;Peat;Thousand tonnes;Exports;0.000
2019-02;Peat;Thousand tonnes;Exports;0.000
2019-03;Peat;Thousand tonnes;Exports;0.000
2019-04;Peat;Thousand tonnes;Exports;0.000
2019-05;Peat;Thousand tonnes;Exports;0.000
2019-06;Peat;Thousand tonnes;Exports;0.000
2019-07;Peat;Thousand tonnes;Exports;0.000
2019-08;Peat;Thousand tonnes;Exports;0.000
2019-09;Peat;Thousand tonnes;Exports;0.000
2019-10;Peat;Thousand tonnes;Exports;0.000
2019-11;Peat;Thousand tonnes;Exports;0.000
2019-12;Peat;Thousand tonnes;Exports;0.000
2020-01;Peat;Thousand tonnes;Exports;0.000
2020-02;Peat;Thousand tonnes;Exports;0.000
2020-03;Peat;Thousand tonnes;Exports;0.000
2020-04;Peat;Thousand tonnes;Exports;0.000
2020-05;Peat;Thousand tonnes;Exports;0.000
2020-06;Peat;Thousand tonnes;Exports;0.000
2020-07;Peat;Thousand tonnes;Exports;0.000
2020-08;Peat;Thousand tonnes;Exports;0.000
2020-09;Peat;Thousand tonnes;Exports;0.000
2020-10;Peat;Thousand tonnes;Exports;0.000
2020-11;Peat;Thousand tonnes;Exports;0.000
2020-12;Peat;Thousand tonnes;Exports;0.000
2021-01;Peat;Thousand tonnes;Exports;0.000
2021-02;Peat;Thousand tonnes;Exports;0.000
2021-03;Peat;Thousand tonnes;Exports;0.000
2021-04;Peat;Thousand tonnes;Exports;0.000
2021-05;Peat;Thousand tonnes;Exports;0.000
2021-06;Peat;Thousand tonnes;Exports;0.000
2021-07;Peat;Thousand tonnes;Exports;0.000
2021-08;Peat;Thousand tonnes;Exports;0.000
2021-09;Peat;Thousand tonnes;Exports;0.000
2021-10;Peat;Thousand tonnes;Exports;0.000
2021-11;Peat;Thousand tonnes;Exports;0.000
2021-12;Peat;Thousand tonnes;Exports;0.000
2022-01;Peat;Thousand tonnes;Exports;0.000
2022-02;Peat;Thousand tonnes;Exports;0.000
2022-03;Peat;Thousand tonnes;Exports;0.000
2022-04;Peat;Thousand tonnes;Exports;0.000
2022-05;Peat;Thousand tonnes;Exports;0.000
2022-06;Peat;Thousand tonnes;Exports;0.000
2022-07;Peat;Thousand tonnes;Exports;0.000
2022-08;Peat;Thousand tonnes;Exports;0.000
2022-09;Peat;Thousand tonnes;Exports;0.000
2022-10;Peat;Thousand tonnes;Exports;0.000
2022-11;Peat;Thousand tonnes;Exports;0.000
2022-12;Peat;Thousand tonnes;Exports;0.000
2023-01;Peat;Thousand tonnes;Exports;0.000
2023-02;Peat;Thousand tonnes;Exports;0.000
2023-03;Peat;Thousand tonnes;Exports;0.000
2023-04;Peat;Thousand tonnes;Exports;0.000
2023-05;Peat;Thousand tonnes;Exports;0.000
2023-06;Peat;Thousand tonnes;Exports;0.000
2023-07;Peat;Thousand tonnes;Exports;0.000
2023-08;Peat;Thousand tonnes;Exports;0.000
2023-09;Peat;Thousand tonnes;Exports;0.000
2023-10;Peat;Thousand tonnes;Exports;0.000
2023-11;Peat;Thousand tonnes;Exports;0.000
2023-12;Peat;Thousand tonnes;Exports;0.000
2024-01;Peat;Thousand tonnes;Exports;0.000
2024-02;Peat;Thousand tonnes;Exports;0.000
2024-03;Peat;Thousand tonnes;Exports;0.000
2024-04;Peat;Thousand tonnes;Exports;0.000
2024-05;Peat;Thousand tonnes;Exports;0.000
2024-06;Peat;Thousand tonnes;Exports;0.000
2024-07;Peat;Thousand tonnes;Exports;0.000
2024-08;Peat;Thousand tonnes;Exports;0.000
2024-09;Peat;Thousand tonnes;Exports;0.000
2024-10;Peat;Thousand tonnes;Exports;0.000
2024-11;Peat;Thousand tonnes;Exports;0.000
2024-12;Peat;Thousand tonnes;Exports;0.000
2025-01;Peat;Thousand tonnes;Exports;0.000
2025-02;Peat;Thousand tonnes;Exports;0.000
2025-03;Peat;Thousand tonnes;Exports;0.000
2025-04;Peat;Thousand tonnes;Exports;0.000
2025-05;Peat;Thousand tonnes;Exports;0.000
2025-06;Peat;Thousand tonnes;Exports;0.000
2025-07;Peat;Thousand tonnes;Exports;0.000
2025-08;Peat;Thousand tonnes;Exports;0.000
2017-01;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-02;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-03;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-04;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-05;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-06;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-07;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-08;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-09;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-10;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-11;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2017-12;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-01;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-02;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-03;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-04;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-05;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-06;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-07;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-08;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-09;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-10;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-11;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2018-12;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-01;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-02;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-03;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-04;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-05;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-06;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-07;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-08;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-09;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-10;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-11;Oil shale and oil sands;Thousand tonnes;Exports;0.000
2019-12;Oil shale and oil sands;Thousand tonnes;Exports;0.000
