TIME_PERIOD;TYPE;UNIT;OPERATION;OBS_VALUE
2021-01;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-02;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-03;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-04;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-05;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-06;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-07;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-08;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-09;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-10;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-11;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2021-12;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-01;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-02;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-03;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-04;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-05;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-06;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-07;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-08;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-09;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-10;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-11;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2022-12;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-01;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-02;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-03;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-04;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-05;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-06;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-07;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-08;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-09;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-10;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-11;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2023-12;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-01;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-02;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-03;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-04;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-05;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-06;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-07;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-08;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-09;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-10;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-11;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2024-12;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-01;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-02;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-03;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-04;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-05;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-06;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-07;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2025-08;Oil shale and oil sands;Thousand tonnes;Indigenous production;0.000
2008-01;Hard coal;Thousand tonnes;Recovered and recycled products;58.000
2008-02;Hard coal;Thousand tonnes;Recovered and recycled products;56.000
2008-03;Hard coal;Thousand tonnes;Recovered and recycled products;53.000
2008-04;Hard coal;Thousand tonnes;Recovered and recycled products;54.000
2008-05;Hard coal;Thousand tonnes;Recovered and recycled products;50.000
2008-06;Hard coal;Thousand tonnes;Recovered and recycled products;60.000
2008-07;Hard coal;Thousand tonnes;Recovered and recycled products;70.000
2008-08;Hard coal;Thousand tonnes;Recovered and recycled products;51.000
2008-09;Hard coal;Thousand tonnes;Recovered and recycled products;59.000
2008-10;Hard coal;Thousand tonnes;Recovered and recycled products;64.000
2008-11;Hard coal;Thousand tonnes;Recovered and recycled products;51.000
2008-12;Hard coal;Thousand tonnes;Recovered and recycled products;46.000
2009-01;Hard coal;Thousand tonnes;Recovered and recycled products;42.000
2009-02;Hard coal;Thousand tonnes;Recovered and recycled products;49.000
2009-03;Hard coal;Thousand tonnes;Recovered and recycled products;43.000
2009-04;Hard coal;Thousand tonnes;Recovered and recycled products;60.000
2009-05;Hard coal;Thousand tonnes;Recovered and recycled products;62.000
2009-06;Hard coal;Thousand tonnes;Recovered and recycled products;54.000
2009-07;Hard coal;Thousand tonnes;Recovered and recycled products;56.000
2009-08;Hard coal;Thousand tonnes;Recovered and recycled products;56.000
2009-09;Hard coal;Thousand tonnes;Recovered and recycled products;39.000
2009-10;Hard coal;Thousand tonnes;Recovered and recycled products;49.000
2009-11;Hard coal;Thousand tonnes;Recovered and recycled products;49.000
2009-12;Hard coal;Thousand tonnes;Recovered and recycled products;33.000
2010-01;Hard coal;Thousand tonnes;Recovered and recycled products;21.000
2010-02;Hard coal;Thousand tonnes;Recovered and recycled products;38.000
2010-03;Hard coal;Thousand tonnes;Recovered and recycled products;70.000
2010-04;Hard coal;Thousand tonnes;Recovered and recycled products;51.000
2010-05;Hard coal;Thousand tonnes;Recovered and recycled products;45.000
2010-06;Hard coal;Thousand tonnes;Recovered and recycled products;44.000
2010-07;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2010-08;Hard coal;Thousand tonnes;Recovered and recycled products;43.000
2010-09;Hard coal;Thousand tonnes;Recovered and recycled products;47.000
2010-10;Hard coal;Thousand tonnes;Recovered and recycled products;62.000
2010-11;Hard coal;Thousand tonnes;Recovered and recycled products;47.000
2010-12;Hard coal;Thousand tonnes;Recovered and recycled products;35.000
2011-01;Hard coal;Thousand tonnes;Recovered and recycled products;45.000
2011-02;Hard coal;Thousand tonnes;Recovered and recycled products;43.000
2011-03;Hard coal;Thousand tonnes;Recovered and recycled products;67.000
2011-04;Hard coal;Thousand tonnes;Recovered and recycled products;79.000
2011-05;Hard coal;Thousand tonnes;Recovered and recycled products;51.000
2011-06;Hard coal;Thousand tonnes;Recovered and recycled products;111.000
2011-07;Hard coal;Thousand tonnes;Recovered and recycled products;62.000
2011-08;Hard coal;Thousand tonnes;Recovered and recycled products;67.000
2011-09;Hard coal;Thousand tonnes;Recovered and recycled products;73.000
2011-10;Hard coal;Thousand tonnes;Recovered and recycled products;68.000
2011-11;Hard coal;Thousand tonnes;Recovered and recycled products;63.000
2011-12;Hard coal;Thousand tonnes;Recovered and recycled products;51.000
2012-01;Hard coal;Thousand tonnes;Recovered and recycled products;41.000
2012-02;Hard coal;Thousand tonnes;Recovered and recycled products;32.000
2012-03;Hard coal;Thousand tonnes;Recovered and recycled products;58.000
2012-04;Hard coal;Thousand tonnes;Recovered and recycled products;56.000
2012-05;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2012-06;Hard coal;Thousand tonnes;Recovered and recycled products;54.000
2012-07;Hard coal;Thousand tonnes;Recovered and recycled products;59.000
2012-08;Hard coal;Thousand tonnes;Recovered and recycled products;52.000
2012-09;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2012-10;Hard coal;Thousand tonnes;Recovered and recycled products;52.000
2012-11;Hard coal;Thousand tonnes;Recovered and recycled products;43.000
2012-12;Hard coal;Thousand tonnes;Recovered and recycled products;22.000
2013-01;Hard coal;Thousand tonnes;Recovered and recycled products;32.000
2013-02;Hard coal;Thousand tonnes;Recovered and recycled products;37.000
2013-03;Hard coal;Thousand tonnes;Recovered and recycled products;41.000
2013-04;Hard coal;Thousand tonnes;Recovered and recycled products;42.000
2013-05;Hard coal;Thousand tonnes;Recovered and recycled products;40.000
2013-06;Hard coal;Thousand tonnes;Recovered and recycled products;40.000
2013-07;Hard coal;Thousand tonnes;Recovered and recycled products;41.000
2013-08;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2013-09;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2013-10;Hard coal;Thousand tonnes;Recovered and recycled products;58.000
2013-11;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2013-12;Hard coal;Thousand tonnes;Recovered and recycled products;57.000
2014-01;Hard coal;Thousand tonnes;Recovered and recycled products;50.000
2014-02;Hard coal;Thousand tonnes;Recovered and recycled products;59.000
2014-03;Hard coal;Thousand tonnes;Recovered and recycled products;59.000
2014-04;Hard coal;Thousand tonnes;Recovered and recycled products;66.000
2014-05;Hard coal;Thousand tonnes;Recovered and recycled products;70.000
2014-06;Hard coal;Thousand tonnes;Recovered and recycled products;73.000
2014-07;Hard coal;Thousand tonnes;Recovered and recycled products;56.000
2014-08;Hard coal;Thousand tonnes;Recovered and recycled products;48.000
2014-09;Hard coal;Thousand tonnes;Recovered and recycled products;69.000
2014-10;Hard coal;Thousand tonnes;Recovered and recycled products;66.000
2014-11;Hard coal;Thousand tonnes;Recovered and recycled products;60.000
2014-12;Hard coal;Thousand tonnes;Recovered and recycled products;58.000
2015-01;Hard coal;Thousand tonnes;Recovered and recycled products;55.000
2015-02;Hard coal;Thousand tonnes;Recovered and recycled products;41.000
2015-03;Hard coal;Thousand tonnes;Recovered and recycled products;44.000
2015-04;Hard coal;Thousand tonnes;Recovered and recycled products;42.000
2015-05;Hard coal;Thousand tonnes;Recovered and recycled products;46.000
2015-06;Hard coal;Thousand tonnes;Recovered and recycled products;47.000
2015-07;Hard coal;Thousand tonnes;Recovered and recycled products;34.000
2015-08;Hard coal;Thousand tonnes;Recovered and recycled products;33.000
2015-09;Hard coal;Thousand tonnes;Recovered and recycled products;53.000
2015-10;Hard coal;Thousand tonnes;Recovered and recycled products;33.000
2015-11;Hard coal;Thousand tonnes;Recovered and recycled products;36.000
2015-12;Hard coal;Thousand tonnes;Recovered and recycled products;45.000
2016-01;Hard coal;Thousand tonnes;Recovered and recycled products;29.000
2016-02;Hard coal;Thousand tonnes;Recovered and recycled products;33.000
2016-03;Hard coal;Thousand tonnes;Recovered and recycled products;34.000
2016-04;Hard coal;Thousand tonnes;Recovered and recycled products;32.000
2016-05;Hard coal;Thousand tonnes;Recovered and recycled products;22.000
2016-06;Hard coal;Thousand tonnes;Recovered and recycled products;32.000
2016-07;Hard coal;Thousand tonnes;Recovered and recycled products;36.000
2016-08;Hard coal;Thousand tonnes;Recovered and recycled products;37.000
2016-09;Hard coal;Thousand tonnes;Recovered and recycled products;38.000
2016-10;Hard coal;Thousand tonnes;Recovered and recycled products;40.000
2016-11;Hard coal;Thousand tonnes;Recovered and recycled products;32.000
2016-12;Hard coal;Thousand tonnes;Recovered and recycled products;35.000
2017-01;Hard coal;Thousand tonnes;Recovered and recycled products;26.076
2017-02;Hard coal;Thousand tonnes;Recovered and recycled products;34.247
2017-03;Hard coal;Thousand tonnes;Recovered and recycled products;39.317
2017-04;Hard coal;Thousand tonnes;Recovered and recycled products;38.507
2017-05;Hard coal;Thousand tonnes;Recovered and recycled products;37.749
2017-06;Hard coal;Thousand tonnes;Recovered and recycled products;39.183
2017-07;Hard coal;Thousand tonnes;Recovered and recycled products;43.739
2017-08;Hard coal;Thousand tonnes;Recovered and recycled products;50.352
2017-09;Hard coal;Thousand tonnes;Recovered and recycled products;44.775
2017-10;Hard coal;Thousand tonnes;Recovered and recycled products;51.621
2017-11;Hard coal;Thousand tonnes;Recovered and recycled products;52.671
2017-12;Hard coal;Thousand tonnes;Recovered and recycled products;46.926
2018-01;Hard coal;Thousand tonnes;Recovered and recycled products;40.000
2018-02;Hard coal;Thousand tonnes;Recovered and recycled products;35.154
2018-03;Hard coal;Thousand tonnes;Recovered and recycled products;43.981
2018-04;Hard coal;Thousand tonnes;Recovered and recycled products;44.493
2018-05;Hard coal;Thousand tonnes;Recovered and recycled products;34.762
2018-06;Hard coal;Thousand tonnes;Recovered and recycled products;36.378
2018-07;Hard coal;Thousand tonnes;Recovered and recycled products;46.204
2018-08;Hard coal;Thousand tonnes;Recovered and recycled products;37.566
2018-09;Hard coal;Thousand tonnes;Recovered and recycled products;39.401
2018-10;Hard coal;Thousand tonnes;Recovered and recycled products;43.444
2018-11;Hard coal;Thousand tonnes;Recovered and recycled products;39.122
2018-12;Hard coal;Thousand tonnes;Recovered and recycled products;31.596
2019-01;Hard coal;Thousand tonnes;Recovered and recycled products;36.186
2019-02;Hard coal;Thousand tonnes;Recovered and recycled products;37.922
2019-03;Hard coal;Thousand tonnes;Recovered and recycled products;40.558
2019-04;Hard coal;Thousand tonnes;Recovered and recycled products;30.409
2019-05;Hard coal;Thousand tonnes;Recovered and recycled products;33.155
2019-06;Hard coal;Thousand tonnes;Recovered and recycled products;36.104
2019-07;Hard coal;Thousand tonnes;Recovered and recycled products;40.796
2019-08;Hard coal;Thousand tonnes;Recovered and recycled products;42.497
2019-09;Hard coal;Thousand tonnes;Recovered and recycled products;44.456
2019-10;Hard coal;Thousand tonnes;Recovered and recycled products;43.580
2019-11;Hard coal;Thousand tonnes;Recovered and recycled products;37.555
2019-12;Hard coal;Thousand tonnes;Recovered and recycled products;33.980
2020-01;Hard coal;Thousand tonnes;Recovered and recycled products;27.112
2020-02;Hard coal;Thousand tonnes;Recovered and recycled products;28.664
2020-03;Hard coal;Thousand tonnes;Recovered and recycled products;27.790
2020-04;Hard coal;Thousand tonnes;Recovered and recycled products;18.356
2020-05;Hard coal;Thousand tonnes;Recovered and recycled products;20.405
2020-06;Hard coal;Thousand tonnes;Recovered and recycled products;19.561
2020-07;Hard coal;Thousand tonnes;Recovered and recycled products;30.897
2020-08;Hard coal;Thousand tonnes;Recovered and recycled products;32.107
2020-09;Hard coal;Thousand tonnes;Recovered and recycled products;39.022
2020-10;Hard coal;Thousand tonnes;Recovered and recycled products;27.277
2020-11;Hard coal;Thousand tonnes;Recovered and recycled products;30.114
2020-12;Hard coal;Thousand tonnes;Recovered and recycled products;26.643
2021-01;Hard coal;Thousand tonnes;Recovered and recycled products;14.283
2021-02;Hard coal;Thousand tonnes;Recovered and recycled products;13.800
2021-03;Hard coal;Thousand tonnes;Recovered and recycled products;23.892
2021-04;Hard coal;Thousand tonnes;Recovered and recycled products;22.389
2021-05;Hard coal;Thousand tonnes;Recovered and recycled products;12.859
2021-06;Hard coal;Thousand tonnes;Recovered and recycled products;25.392
2021-07;Hard coal;Thousand tonnes;Recovered and recycled products;26.980
2021-08;Hard coal;Thousand tonnes;Recovered and recycled products;27.533
2021-09;Hard coal;Thousand tonnes;Recovered and recycled products;26.560
2021-10;Hard coal;Thousand tonnes;Recovered and recycled products;30.693
2021-11;Hard coal;Thousand tonnes;Recovered and recycled products;27.813
2021-12;Hard coal;Thousand tonnes;Recovered and recycled products;26.290
2022-01;Hard coal;Thousand tonnes;Recovered and recycled products;31.851
2022-02;Hard coal;Thousand tonnes;Recovered and recycled products;28.009
2022-03;Hard coal;Thousand tonnes;Recovered and recycled products;34.593
2022-04;Hard coal;Thousand tonnes;Recovered and recycled products;29.197
2022-05;Hard coal;Thousand tonnes;Recovered and recycled products;28.521
2022-06;Hard coal;Thousand tonnes;Recovered and recycled products;24.656
2022-07;Hard coal;Thousand tonnes;Recovered and recycled products;24.659
2022-08;Hard coal;Thousand tonnes;Recovered and recycled products;26.750
2022-09;Hard coal;Thousand tonnes;Recovered and recycled products;23.832
2022-10;Hard coal;Thousand tonnes;Recovered and recycled products;23.252
2022-11;Hard coal;Thousand tonnes;Recovered and recycled products;20.720
2022-12;Hard coal;Thousand tonnes;Recovered and recycled products;19.813
2023-01;Hard coal;Thousand tonnes;Recovered and recycled products;23.061
2023-02;Hard coal;Thousand tonnes;Recovered and recycled products;19.243
2023-03;Hard coal;Thousand tonnes;Recovered and recycled products;23.955
2023-04;Hard coal;Thousand tonnes;Recovered and recycled products;16.956
2023-05;Hard coal;Thousand tonnes;Recovered and recycled products;17.035
2023-06;Hard coal;Thousand tonnes;Recovered and recycled products;24.066
2023-07;Hard coal;Thousand tonnes;Recovered and recycled products;20.805
2023-08;Hard coal;Thousand tonnes;Recovered and recycled products;20.805
2023-09;Hard coal;Thousand tonnes;Recovered and recycled products;22.549
2023-10;Hard coal;Thousand tonnes;Recovered and recycled products;25.789
2023-11;Hard coal;Thousand tonnes;Recovered and recycled products;17.920
2023-12;Hard coal;Thousand tonnes;Recovered and recycled products;15.276
2024-01;Hard coal;Thousand tonnes;Recovered and recycled products;17.408
2024-02;Hard coal;Thousand tonnes;Recovered and recycled products;22.698
2024-03;Hard coal;Thousand tonnes;Recovered and recycled products;22.565
2024-04;Hard coal;Thousand tonnes;Recovered and recycled products;17.944
2024-05;Hard coal;Thousand tonnes;Recovered and recycled products;17.972
2024-06;Hard coal;Thousand tonnes;Recovered and recycled products;19.095
2024-07;Hard coal;Thousand tonnes;Recovered and recycled products;21.004
2024-08;Hard coal;Thousand tonnes;Recovered and recycled products;19.362
2024-09;Hard coal;Thousand tonnes;Recovered and recycled products;19.456
2024-10;Hard coal;Thousand tonnes;Recovered and recycled products;21.594
2024-11;Hard coal;Thousand tonnes;Recovered and recycled products;16.272
2024-12;Hard coal;Thousand tonnes;Recovered and recycled products;15.357
2025-01;Hard coal;Thousand tonnes;Recovered and recycled products;15.744
2025-02;Hard coal;Thousand tonnes;Recovered and recycled products;15.964
2025-03;Hard coal;Thousand tonnes;Recovered and recycled products;13.435
2025-04;Hard coal;Thousand tonnes;Recovered and recycled products;15.292
2025-05;Hard coal;Thousand tonnes;Recovered and recycled products;15.250
2025-06;Hard coal;Thousand tonnes;Recovered and recycled products;13.879
2025-07;Hard coal;Thousand tonnes;Recovered and recycled products;23.916
2025-08;Hard coal;Thousand tonnes;Recovered and recycled products;19.279
2017-01;Hard coal;Thousand tonnes;Statistical differences;702.039
2017-02;Hard coal;Thousand tonnes;Statistical differences;505.884
2017-03;Hard coal;Thousand tonnes;Statistical differences;548.742
2017-04;Hard coal;Thousand tonnes;Statistical differences;927.905
2017-05;Hard coal;Thousand tonnes;Statistical differences;503.310
2017-06;Hard coal;Thousand tonnes;Statistical differences;645.255
2017-07;Hard coal;Thousand tonnes;Statistical differences;794.029
2017-08;Hard coal;Thousand tonnes;Statistical differences;1025.878
2017-09;Hard coal;Thousand tonnes;Statistical differences;1122.950
2017-10;Hard coal;Thousand tonnes;Statistical differences;1037.840
2017-11;Hard coal;Thousand tonnes;Statistical differences;1233.370
2017-12;Hard coal;Thousand tonnes;Statistical differences;1452.457
2018-01;Hard coal;Thousand tonnes;Statistical differences;901.992
2018-02;Hard coal;Thousand tonnes;Statistical differences;1010.618
2018-03;Hard coal;Thousand tonnes;Statistical differences;1305.928
2018-04;Hard coal;Thousand tonnes;Statistical differences;1144.409
2018-05;Hard coal;Thousand tonnes;Statistical differences;1057.287
2018-06;Hard coal;Thousand tonnes;Statistical differences;1159.204
2018-07;Hard coal;Thousand tonnes;Statistical differences;1508.957
2018-08;Hard coal;Thousand tonnes;Statistical differences;1037.485
2018-09;Hard coal;Thousand tonnes;Statistical differences;1089.216
2018-10;Hard coal;Thousand tonnes;Statistical differences;1465.530
2018-11;Hard coal;Thousand tonnes;Statistical differences;928.703
2018-12;Hard coal;Thousand tonnes;Statistical differences;1004.541
2019-01;Hard coal;Thousand tonnes;Statistical differences;1795.988
2019-02;Hard coal;Thousand tonnes;Statistical differences;936.984
2019-03;Hard coal;Thousand tonnes;Statistical differences;627.078
2019-04;Hard coal;Thousand tonnes;Statistical differences;266.493
2019-05;Hard coal;Thousand tonnes;Statistical differences;595.696
2019-06;Hard coal;Thousand tonnes;Statistical differences;493.192
2019-07;Hard coal;Thousand tonnes;Statistical differences;950.292
2019-08;Hard coal;Thousand tonnes;Statistical differences;684.483
2019-09;Hard coal;Thousand tonnes;Statistical differences;725.855
2019-10;Hard coal;Thousand tonnes;Statistical differences;914.644
2019-11;Hard coal;Thousand tonnes;Statistical differences;299.964
2019-12;Hard coal;Thousand tonnes;Statistical differences;235.205
2020-01;Hard coal;Thousand tonnes;Statistical differences;25.256
2020-02;Hard coal;Thousand tonnes;Statistical differences;43.922
2020-03;Hard coal;Thousand tonnes;Statistical differences;163.452
2020-04;Hard coal;Thousand tonnes;Statistical differences;-362.907
2020-05;Hard coal;Thousand tonnes;Statistical differences;360.309
2020-06;Hard coal;Thousand tonnes;Statistical differences;188.298
2020-07;Hard coal;Thousand tonnes;Statistical differences;132.785
2020-08;Hard coal;Thousand tonnes;Statistical differences;119.779
2020-09;Hard coal;Thousand tonnes;Statistical differences;-260.000
2020-10;Hard coal;Thousand tonnes;Statistical differences;216.734
2020-11;Hard coal;Thousand tonnes;Statistical differences;267.464
2020-12;Hard coal;Thousand tonnes;Statistical differences;254.767
2021-01;Hard coal;Thousand tonnes;Statistical differences;309.729
2021-02;Hard coal;Thousand tonnes;Statistical differences;201.767
2021-03;Hard coal;Thousand tonnes;Statistical differences;345.220
2021-04;Hard coal;Thousand tonnes;Statistical differences;282.389
2021-05;Hard coal;Thousand tonnes;Statistical differences;266.001
2021-06;Hard coal;Thousand tonnes;Statistical differences;242.617
2021-07;Hard coal;Thousand tonnes;Statistical differences;232.010
2021-08;Hard coal;Thousand tonnes;Statistical differences;184.814
2021-09;Hard coal;Thousand tonnes;Statistical differences;209.286
2021-10;Hard coal;Thousand tonnes;Statistical differences;217.526
2021-11;Hard coal;Thousand tonnes;Statistical differences;276.203
2021-12;Hard coal;Thousand tonnes;Statistical differences;-174.663
2022-01;Hard coal;Thousand tonnes;Statistical differences;-119.347
2022-02;Hard coal;Thousand tonnes;Statistical differences;-154.603
2022-03;Hard coal;Thousand tonnes;Statistical differences;-287.031
2022-04;Hard coal;Thousand tonnes;Statistical differences;262.598
2022-05;Hard coal;Thousand tonnes;Statistical differences;-184.077
2022-06;Hard coal;Thousand tonnes;Statistical differences;-173.553
2022-07;Hard coal;Thousand tonnes;Statistical differences;-219.613
2022-08;Hard coal;Thousand tonnes;Statistical differences;-213.326
2022-09;Hard coal;Thousand tonnes;Statistical differences;-189.703
2022-10;Hard coal;Thousand tonnes;Statistical differences;-212.040
2022-11;Hard coal;Thousand tonnes;Statistical differences;254.389
2022-12;Hard coal;Thousand tonnes;Statistical differences;175.877
2023-01;Hard coal;Thousand tonnes;Statistical differences;-326.100
2023-02;Hard coal;Thousand tonnes;Statistical differences;192.473
2023-03;Hard coal;Thousand tonnes;Statistical differences;234.781
2023-04;Hard coal;Thousand tonnes;Statistical differences;182.845
2023-05;Hard coal;Thousand tonnes;Statistical differences;193.162
2023-06;Hard coal;Thousand tonnes;Statistical differences;-146.125
2023-07;Hard coal;Thousand tonnes;Statistical differences;137.596
2023-08;Hard coal;Thousand tonnes;Statistical differences;195.681
2023-09;Hard coal;Thousand tonnes;Statistical differences;146.735
2023-10;Hard coal;Thousand tonnes;Statistical differences;-129.489
2023-11;Hard coal;Thousand tonnes;Statistical differences;198.352
2023-12;Hard coal;Thousand tonnes;Statistical differences;237.752
2024-01;Hard coal;Thousand tonnes;Statistical differences;164.439
2024-02;Hard coal;Thousand tonnes;Statistical differences;148.066
2024-03;Hard coal;Thousand tonnes;Statistical differences;175.652
2024-04;Hard coal;Thousand tonnes;Statistical differences;183.111
2024-05;Hard coal;Thousand tonnes;Statistical differences;153.333
2024-06;Hard coal;Thousand tonnes;Statistical differences;168.983
2024-07;Hard coal;Thousand tonnes;Statistical differences;159.348
2024-08;Hard coal;Thousand tonnes;Statistical differences;177.329
2024-09;Hard coal;Thousand tonnes;Statistical differences;193.436
2024-10;Hard coal;Thousand tonnes;Statistical differences;207.304
2024-11;Hard coal;Thousand tonnes;Statistical differences;215.612
2024-12;Hard coal;Thousand tonnes;Statistical differences;118.500
2025-01;Hard coal;Thousand tonnes;Statistical differences;219.045
2025-02;Hard coal;Thousand tonnes;Statistical differences;188.918
2025-03;Hard coal;Thousand tonnes;Statistical differences;173.354
2025-04;Hard coal;Thousand tonnes;Statistical differences;148.617
2025-05;Hard coal;Thousand tonnes;Statistical differences;161.195
2025-06;Hard coal;Thousand tonnes;Statistical differences;157.975
2025-07;Hard coal;Thousand tonnes;Statistical differences;170.891
2025-08;Hard coal;Thousand tonnes;Statistical differences;170.865
2008-01;Hard coal;Thousand tonnes;Closing stocks on national territory;5697.000
2008-02;Hard coal;Thousand tonnes;Closing stocks on national territory;5718.000
2008-03;Hard coal;Thousand tonnes;Closing stocks on national territory;5259.000
2008-04;Hard coal;Thousand tonnes;Closing stocks on national territory;5919.000
2008-05;Hard coal;Thousand tonnes;Closing stocks on national territory;6304.000
2008-06;Hard coal;Thousand tonnes;Closing stocks on national territory;6696.000
2008-07;Hard coal;Thousand tonnes;Closing stocks on national territory;7100.000
2008-08;Hard coal;Thousand tonnes;Closing stocks on national territory;7335.000
2008-09;Hard coal;Thousand tonnes;Closing stocks on national territory;7473.000
2008-10;Hard coal;Thousand tonnes;Closing stocks on national territory;8283.000
2008-11;Hard coal;Thousand tonnes;Closing stocks on national territory;8642.000
2008-12;Hard coal;Thousand tonnes;Closing stocks on national territory;9357.000
2009-01;Hard coal;Thousand tonnes;Closing stocks on national territory;9917.000
2009-02;Hard coal;Thousand tonnes;Closing stocks on national territory;10140.000
2009-03;Hard coal;Thousand tonnes;Closing stocks on national territory;10273.000
2009-04;Hard coal;Thousand tonnes;Closing stocks on national territory;11434.000
2009-05;Hard coal;Thousand tonnes;Closing stocks on national territory;11608.000
2009-06;Hard coal;Thousand tonnes;Closing stocks on national territory;12487.000
2009-07;Hard coal;Thousand tonnes;Closing stocks on national territory;13278.000
2009-08;Hard coal;Thousand tonnes;Closing stocks on national territory;13417.000
2009-09;Hard coal;Thousand tonnes;Closing stocks on national territory;13213.000
2009-10;Hard coal;Thousand tonnes;Closing stocks on national territory;13350.000
2009-11;Hard coal;Thousand tonnes;Closing stocks on national territory;13656.000
2009-12;Hard coal;Thousand tonnes;Closing stocks on national territory;13366.000
2010-01;Hard coal;Thousand tonnes;Closing stocks on national territory;12717.000
2010-02;Hard coal;Thousand tonnes;Closing stocks on national territory;11955.000
2010-03;Hard coal;Thousand tonnes;Closing stocks on national territory;12308.000
2010-04;Hard coal;Thousand tonnes;Closing stocks on national territory;12472.000
2010-05;Hard coal;Thousand tonnes;Closing stocks on national territory;11943.000
2010-06;Hard coal;Thousand tonnes;Closing stocks on national territory;11697.000
2010-07;Hard coal;Thousand tonnes;Closing stocks on national territory;11496.000
2010-08;Hard coal;Thousand tonnes;Closing stocks on national territory;11532.000
2010-09;Hard coal;Thousand tonnes;Closing stocks on national territory;11723.000
2010-10;Hard coal;Thousand tonnes;Closing stocks on national territory;11734.000
2010-11;Hard coal;Thousand tonnes;Closing stocks on national territory;11156.000
2010-12;Hard coal;Thousand tonnes;Closing stocks on national territory;10005.000
2011-01;Hard coal;Thousand tonnes;Closing stocks on national territory;4392.000
2011-02;Hard coal;Thousand tonnes;Closing stocks on national territory;4058.000
2011-03;Hard coal;Thousand tonnes;Closing stocks on national territory;3779.000
2011-04;Hard coal;Thousand tonnes;Closing stocks on national territory;3528.000
2011-05;Hard coal;Thousand tonnes;Closing stocks on national territory;3246.000
