DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-02,1888.111,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-03,2023.765,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-04,1880.695,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-05,1703.148,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-06,1775.096,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-07,1730.236,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-08,1955.997,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-09,2160.323,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-10,2290.972,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-11,2684.874,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2024-12,2887.689,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-01,2940.006,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-02,2267.944,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-03,1874.866,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-04,1405.962,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-05,1467.950,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-06,1538.840,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-07,1580.593,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Hard coal,Thousand tonnes,Poland,2025-08,1726.324,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-01,4730.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-02,4569.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-03,4540.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-04,4731.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-05,4856.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-06,4747.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-07,4895.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-08,4811.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-09,5058.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-10,5382.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-11,5059.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2008-12,5060.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-01,5374.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-02,4738.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-03,4852.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-04,4257.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-05,4272.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-06,4357.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-07,4846.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-08,4560.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-09,4643.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-10,4561.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-11,4735.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2009-12,4893.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-01,5065.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-02,4668.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-03,5000.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-04,4304.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-05,4310.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-06,4424.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-07,4866.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-08,4612.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-09,4420.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-10,4606.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-11,4689.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2010-12,4766.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-01,5175.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-02,4677.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-03,5160.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-04,4585.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-05,4970.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-06,5293.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-07,5221.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-08,5504.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-09,5192.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-10,5256.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-11,5125.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2011-12,5743.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-01,5712.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-02,5691.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-03,5246.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-04,5117.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-05,5186.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-06,5367.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-07,5387.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-08,5162.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-09,4969.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-10,5036.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-11,5217.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2012-12,5164.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-01,5507.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-02,4928.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-03,5477.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-04,5244.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-05,5299.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-06,5330.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-07,5564.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-08,5405.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-09,5249.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-10,5854.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-11,5686.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2013-12,5412.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-01,5531.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-02,4806.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-03,5211.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-04,4930.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-05,5197.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-06,5079.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-07,5483.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-08,5441.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-09,5271.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-10,5501.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-11,5221.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2014-12,5396.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-01,5364.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-02,5097.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-03,5456.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-04,4742.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-05,5049.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-06,5409.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-07,5735.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-08,5193.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-09,4884.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-10,5361.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-11,4918.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2015-12,4942.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-01,4846.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-02,4577.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-03,4741.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-04,4439.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-05,4822.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-06,4689.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-07,5424.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-08,5584.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-09,5113.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-10,5001.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-11,5166.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2016-12,5064.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-01,5834.911,b,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-02,5063.059,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-03,5143.366,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-04,4567.809,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-05,5055.695,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-06,4735.442,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-07,5459.132,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-08,4964.117,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-09,4987.349,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-10,4754.800,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-11,4855.431,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2017-12,4782.720,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-01,4889.264,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-02,4704.693,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-03,4833.483,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-04,4397.546,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-05,4611.884,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-06,4859.600,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-07,5444.509,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-08,4900.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-09,4625.900,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-10,4587.300,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-11,4611.570,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2018-12,4764.220,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2019-01,4968.942,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Transformation input - electricity and heat generation - main activity producers,Brown coal,Thousand tonnes,Poland,2019-02,4105.400,,
